alkalinity,tco2,pco2,co2,pHt,salinity,temp,year
2069.35,1932,392.83,17.95,8.018,30.8005,9.502,2018
2095,1951.71,386,17.61,8.03,30.941,9.522,2018
2087.06,1943.66,383.71,17.51,8.03,31,9.513,2018
2093.33,1953.78,394.49,18.03,8.021,30.834,9.503,2018
2032.52,1905.58,413.99,18.58,7.994,29.824,10.217,2018
2115.21,1946.83,348.21,15.41,8.072,31.594,10.3325,2018
2139.72,1964.55,343.13,15.11,8.081,31.7165,10.472,2018
2115.68,1947.47,355,15.53,8.064,31.756,10.655,2018
1954.38,1911.39,854.66,37.01,7.688,31.251,11.057,2018
1894.15,1858.9,898.81,38.07,7.658,30.122,11.9415,2018
1961.62,1929.23,923.63,40.69,7.658,30.781,10.618,2018
2085.52,1898.94,292.17,12.96,8.137,30.06,10.532,2018
2041.14,1861.33,286.92,12.83,8.137,29.439,10.393,2018
2055.05,1887.62,326.71,14.34,8.09,30.026,10.858,2018
2017.99,1846.91,310.96,13.54,8.102,29.883,11.125,2018
2021.94,1853.09,316.4,13.78,8.096,29.8435,11.1215,2018
2021.71,1861.95,335.47,14.64,8.074,29.792,11.078,2018
2026.35,1877.61,362.17,15.87,8.045,29.843,10.9365,2018
2036.95,1877.77,341.63,14.97,8.069,30.143,10.8815,2018
2077.44,1918.68,355.5,15.64,8.06,30.528,10.707,2018
2050.3,1891.19,328.36,14.82,8.088,29.421,10.118,2018
2046.16,1877.74,300.52,13.68,8.122,28.886,9.95,2018
2026.1,1861.41,301.45,13.75,8.118,28.777,9.909,2018
2038.51,1882.36,324.6,14.79,8.092,28.912,9.9215,2018
2020.1,1876.33,350.52,15.94,8.058,29.031,9.9495,2018
2026,1890.29,376.98,17.03,8.032,29.0315,10.159,2018
1997.11,1879.47,421.26,19.07,7.983,29.017,10.092,2018
1985.46,1870.66,426.57,19.31,7.976,28.972,10.107,2018
1988.71,1870.74,422.39,18.93,7.981,28.964,10.412,2018
2031.62,1892.94,380.87,16.85,8.029,29.084,10.78,2018
2002.48,1858.28,358.6,15.91,8.045,29.487,10.6285,2018
2007.47,1850.27,330.74,14.58,8.077,29.4725,10.813,2018
2017.51,1854.83,321.87,14.18,8.09,29.5155,10.836,2018
2026.2,1850.76,289.6,12.93,8.132,29.011,10.52,2018
2025.42,1846.68,273.01,12.4,8.156,28.327,10.108,2018
2025.87,1844.95,269.38,12.23,8.162,28.314,10.132,2018
2032.38,1848.56,265.48,12.07,8.168,28.321,10.095,2018
1996.33,1835.79,302.1,13.64,8.114,28.0995,10.331,2018
1941.73,1802.09,346.15,15.26,8.051,28.187,11.052,2018
1965.39,1826.81,349.97,15.56,8.052,27.8745,10.834,2018
1969.85,1835.52,360.1,16.08,8.043,27.7625,10.732,2018
1976.79,1843.65,367.14,16.41,8.035,28.0565,10.653,2018
1997.72,1848.66,334.19,14.93,8.075,28.352,10.603,2018
2002.52,1853.46,331.9,14.92,8.079,28.182,10.448,2018
2016.07,1858.77,317.49,14.35,8.097,28.641,10.215,2018
2025.61,1867.11,317.78,14.37,8.098,28.742,10.174,2018
2050.51,1887.37,314.8,14.24,8.106,28.834,10.144,2018
2023.87,1877.51,345.89,15.62,8.065,28.663,10.233,2018
1997.72,1868.53,383.12,17.27,8.022,28.385,10.335,2018
1931.14,1833.4,462.04,20.69,7.939,27.2415,10.734,2018
1887.73,1785.57,422.22,18.98,7.967,26.573,10.728,2018
1899.43,1787.54,396.47,17.72,7.994,26.676,10.894,2018
1917.31,1790.64,366.19,16.07,8.029,26.749,11.44,2018
1975.72,1819.69,320.52,13.73,8.092,26.94,12.156,2018
1941.61,1774.04,287.39,12.27,8.127,26.908,12.26,2018
1953.84,1752.75,243.56,10.16,8.188,27.696,12.839,2018
1938.19,1760.71,278.47,11.7,8.135,27.793,12.6195,2018
2006.58,1823.35,283.34,12.11,8.139,28.542,11.941,2018
2034.46,1849.35,284.26,12.29,8.142,28.83,11.522,2018
2040.25,1856.46,287.19,12.46,8.139,28.86,11.4215,2018
2036,1855.45,291.58,12.68,8.133,28.896,11.346,2018
2010.99,1838.38,302.54,13.07,8.114,28.805,11.5585,2018
2026.23,1855.11,311.34,13.37,8.107,28.635,11.787,2018
2001.84,1833.98,312.94,13.33,8.101,28.377,12.0655,2018
1998.7,1836.24,324.23,13.8,8.087,28.376,12.092,2018
2025.12,1863.37,333.89,14.23,8.081,28.489,12.048,2018
2014.74,1854.49,335.11,14.25,8.078,28.499,12.098,2018
2033.94,1882.38,360.27,15.43,8.053,28.692,11.858,2018
2049.21,1891.9,344.12,14.98,8.073,28.854,11.313,2018
2059.64,1903.96,346.43,15.29,8.071,29.075,10.854,2018
2065.09,1910.61,349.77,15.51,8.068,29.23,10.679,2018
2062.17,1910.13,354.96,15.79,8.061,29.435,10.556,2018
2049.43,1908.28,381.84,16.81,8.032,29.066,10.9295,2018
2015.12,1892.23,422.91,18.54,7.988,28.413,11.187,2018
1981.25,1869.39,455.18,19.63,7.954,28.0365,11.753,2018
1969.88,1846.77,405.84,17.75,7.996,28.107,11.312,2018
1952.92,1831.27,404.27,17.62,7.995,27.8165,11.464,2018
1950.77,1828.16,396.13,17.35,8.003,27.561,11.359,2018
1919.26,1802.99,402.62,17.66,7.991,27.226,11.378,2018
1962.85,1828.17,375.11,16.2,8.025,28.106,11.695,2018
1960.12,1830.28,383.2,16.67,8.017,27.919,11.498,2018
2043.27,1891.63,348.27,15.52,8.065,29.251,10.528,2018
2043.71,1891.99,347.6,15.57,8.065,29.508,10.326,2018
2054.49,1903.41,353.09,15.83,8.06,29.674,10.274,2018
2049.75,1902.3,359.59,16.15,8.053,29.626,10.222,2018
2061.33,1917.19,371.49,16.7,8.042,29.624,10.211,2018
1992.3,1868.62,400.33,18,8.003,28.537,10.385,2018
1938.21,1831.07,429.81,19.38,7.967,27.768,10.441,2018
1937.62,1828.05,415.02,18.89,7.981,27.657,10.164,2018
1976.38,1863.63,420.35,19.12,7.982,27.998,10.131,2018
1944.39,1836.32,426.46,19.39,7.97,28.087,10.126,2018
1934.6,1832.26,440.49,20.06,7.956,27.78,10.131,2018
1950.84,1847.62,446.76,20.27,7.953,27.995,10.207,2018
2003.54,1886.3,423.85,19.16,7.982,28.78,10.186,2018
2051.22,1924.07,421.34,18.85,7.991,29.852,10.303,2018
2036.41,1911.37,421.19,18.88,7.989,29.711,10.281,2018
2034.03,1911.56,425.6,19.11,7.985,29.459,10.26,2018
2050.03,1930.39,435.27,19.64,7.98,29.131,10.18,2018
1990.69,1891.35,477.98,21.7,7.934,28.2895,10.135,2018
1923.86,1837.45,495.58,22.63,7.909,27.3095,10.135,2018
1817,1751.12,534.1,24.57,7.86,25.7345,10.1785,2018
1739.8,1674.16,489.83,22.78,7.88,24.823,10.0105,2018
1756.4,1681.36,452.89,21.02,7.915,24.8485,10.069,2018
1741.48,1668.34,457.7,21.2,7.907,24.9465,10.106,2018
1820.66,1711.82,365.41,16.71,8.01,26.129,10.299,2018
1797.47,1668.5,305.55,13.86,8.075,26.167,10.53,2018
1900.97,1795.37,416.96,18.83,7.973,27.185,10.491,2018
1981.07,1856.49,406.56,17.94,7.994,28.97,10.873,2018
2084.24,1939.1,393.22,17.32,8.022,30.674,10.641,2018
2073.83,1934.04,405.21,17.87,8.008,30.769,10.592,2018
2079.03,1937.02,401.29,17.71,8.013,30.937,10.534,2018
2081.37,1943.46,412.48,18.22,8.003,30.792,10.538,2018
2077.51,1950.96,442.39,19.57,7.976,30.346,10.572,2018
2069.58,1954.74,478.62,21.19,7.944,30.2045,10.568,2018
2058.73,1946.18,482.87,21.38,7.939,30.198,10.556,2018
2045.99,1945.72,526.21,23.32,7.903,30.138,10.551,2018
2006.13,1916.64,552.79,24.56,7.876,29.724,10.5355,2018
2045.73,1968.31,624.87,27.85,7.836,29.4745,10.484,2018
1994.58,1896.86,499.27,22.41,7.916,29.0215,10.3555,2018
2065.02,1938.35,433.06,19.35,7.981,30.4685,10.243,2018
2111.94,1972.79,414.03,18.52,8.006,31.039,10.112,2018
2097.06,1954.86,403.11,17.92,8.014,30.976,10.308,2018
2088.3,1941.37,383.39,17.06,8.033,30.5345,10.3445,2018
1999.5,1863.64,378.92,16.81,8.024,29.3025,10.661,2018
1954.1,1810.76,338.28,14.99,8.062,28.214,10.8865,2018
1909.81,1756.35,304.86,13.33,8.094,27.847,11.359,2018
1900.36,1726.09,264.54,11.46,8.145,27.974,11.62,2018
1893.62,1718.65,263.42,11.36,8.146,28.018,11.757,2018
1896.34,1701.43,232.61,9.95,8.193,27.886,12.0185,2018
1899.41,1680.67,202.93,8.6,8.243,27.87,12.3415,2018
1881.27,1678,221.11,9.32,8.208,27.8735,12.4785,2018
1834.72,1606.32,180.99,7.59,8.271,27.96,12.624,2018
2083.95,1928.97,378.67,16.28,8.037,30.6605,11.384,2018
2108.68,1955.03,390.92,16.91,8.028,31.215,11.104,2018
2110.5,1960.98,401.04,17.43,8.018,31.317,10.941,2018
2126.66,1976.59,404.96,17.61,8.017,31.395,10.908,2018
2115.25,1974.91,429.29,18.62,7.993,31.227,11.005,2018
2085.12,1961.55,471.09,20.42,7.952,30.862,11.098,2018
2074.87,1952.41,469.55,20.31,7.953,30.523,11.2145,2018
2058.22,1941.05,481.84,20.82,7.94,30.346,11.2865,2018
2034.12,1924.9,499.65,21.6,7.922,29.9695,11.338,2018
2012.16,1901.93,484.17,20.91,7.932,29.5165,11.449,2018
2014.88,1899.73,465.13,20.14,7.948,29.522,11.361,2018
2028.31,1911.99,470.43,20.42,7.944,30.239,11.169,2018
2086.45,1953.95,435.09,19.05,7.984,30.751,10.809,2018
2081.32,1941.14,410.18,17.96,8.005,30.765,10.811,2018
2085.45,1941.91,402.47,17.61,8.013,30.828,10.808,2018
2063.03,1925.83,413.31,17.94,8.001,30.22,11.163,2018
2011.71,1873.2,388.98,16.83,8.016,29.495,11.3915,2018
1971.87,1825.42,355.78,15.24,8.045,28.944,11.796,2018
1977.53,1809.66,309.91,13.18,8.099,28.8835,12.029,2018
1952.88,1780.26,294.1,12.43,8.115,28.59,12.283,2018
1923.9,1712.04,222.66,9.25,8.215,27.7805,12.981,2018
1897.82,1655.88,182.71,7.49,8.281,27.6215,13.424,2018
1876.19,1649.38,196.12,7.99,8.253,27.31,13.6835,2018
1876,1681.91,240.02,9.84,8.179,27.373,13.4645,2018
2057.33,1903.33,374.38,15.98,8.038,30.384,11.652,2018
2074.39,1927.15,394.71,17.06,8.019,30.815,11.186,2018
2091.87,1944.47,396.81,17.28,8.02,30.895,10.953,2018
2089.17,1941.38,394.9,17.22,8.021,30.996,10.891,2018
2068,1931.73,418.68,18.24,7.996,30.581,10.993,2018
1994.84,1870.7,425.98,18.47,7.978,29.4615,11.34,2018
1961.58,1842.51,427.62,18.51,7.972,28.894,11.485,2018
1951,1835.58,433.89,18.83,7.964,28.751,11.436,2018
1934.9,1826.7,450.56,19.62,7.946,28.595,11.348,2018
2008.57,1887.29,440.43,19.15,7.967,29.706,11.199,2018
2016.19,1893.46,438.21,19.06,7.97,29.707,11.198,2018
2059.4,1923.76,414.36,18.19,7.997,30.7005,10.728,2018
2094.81,1951.81,403.5,17.78,8.014,30.814,10.608,2018
2095.73,1950.5,397.96,17.54,8.019,30.917,10.572,2018
2090.14,1941.22,388.97,17.09,8.026,31.072,10.653,2018
2074.97,1927.94,388.05,17.03,8.025,30.83,10.723,2018
2024.71,1887.33,392.42,17.22,8.014,29.927,10.878,2018
1974.67,1846.15,397.01,17.38,8.002,29.0275,11.118,2018
1849.77,1734.85,380,16.83,7.998,27.417,11.032,2018
1869.92,1731.45,322.77,14.28,8.064,27.7055,11.012,2018
1875.05,1736.82,324.56,14.35,8.064,27.572,11.074,2018
1870.22,1731.96,322.11,14.23,8.066,27.369,11.134,2018
1871.61,1743.29,350.59,15.49,8.033,27.703,11.0625,2018
2085.4,1938.34,387.44,17.13,8.028,30.819,10.498,2018
2066.36,1923.13,391.27,17.33,8.02,30.844,10.437,2018
2077.73,1933.21,391.3,17.36,8.022,30.963,10.365,2018
2096.27,1951.85,397.61,17.64,8.019,30.986,10.363,2018
2030.77,1907.44,428.4,19.17,7.98,30.064,10.271,2018
1982.19,1864.57,421.61,18.97,7.979,29.284,10.231,2018
1952.38,1839.36,416.15,18.9,7.98,28.509,10.093,2018
1934.56,1824.73,417.72,19.03,7.975,28.323,10.021,2018
1928.77,1829.21,453.73,20.64,7.942,28.317,10.065,2018
1888.83,1805.41,494.03,22.71,7.901,27.6115,9.883,2018
1931.1,1848.44,518.53,23.76,7.89,27.958,9.911,2018
1934.23,1821.98,407.06,18.66,7.985,28.412,9.828,2018
2075.03,1927.57,379.83,16.9,8.033,30.7685,10.321,2018
2082.71,1926.09,361.86,16.05,8.053,31.045,10.355,2018
2076.35,1921.94,363.05,16.09,8.051,30.636,10.452,2018
2017.46,1870.48,356.7,15.87,8.049,29.788,10.491,2018
1921.1,1791.95,356.6,16.1,8.035,28.114,10.328,2018
1818.01,1696.44,330.99,15.08,8.047,26.4355,10.36,2018
1793.47,1671.74,319.93,14.59,8.056,25.9975,10.405,2018
1773.35,1645.12,298.82,13.57,8.078,25.9905,10.516,2018
1756.24,1618.45,271.76,12.31,8.112,25.759,10.655,2018
1760.79,1604.62,236.04,10.72,8.166,25.838,10.552,2018
1814.49,1677.06,293.34,13.33,8.092,26.793,10.372,2018
2032.82,1888.55,375.56,16.64,8.03,30.545,10.476,2018
2043.56,1901.9,388.25,17.18,8.019,30.7465,10.488,2018
2088.07,1944.71,399.25,17.65,8.016,30.917,10.479,2018
2086.57,1944.58,403.72,17.84,8.011,31.0185,10.482,2018
2071.04,1938.93,423.83,18.8,7.99,30.742,10.406,2018
1979.14,1866.17,433.8,19.55,7.968,29.069,10.221,2018
1915.81,1811.95,432.65,19.67,7.958,28.2095,10.109,2018
1886.83,1788.16,436.6,19.92,7.949,27.8265,10.064,2018
1857.35,1769.02,458.46,21.04,7.925,27.185,10.0005,2018
1788.56,1713.33,477.02,22.05,7.898,26.114,9.972,2018
1921.53,1830.19,480.87,21.91,7.918,28.0345,10.0685,2018
1917.51,1813.64,425.56,19.47,7.966,27.673,10.009,2018
2011.87,1883.39,410.47,18.21,7.993,30.1005,10.518,2018
2046.94,1911.7,404.51,17.93,8.005,30.417,10.497,2018
2090.83,1944.37,394.22,17.31,8.022,30.7965,10.719,2018
2068.84,1925.51,392.16,17.3,8.021,30.6025,10.611,2018
1942.69,1825.44,408.78,18.25,7.985,28.654,10.578,2018
1845.75,1745.97,421.45,18.93,7.957,27.182,10.656,2018
1724.08,1637.99,413.3,18.63,7.944,25.245,10.881,2018
1649.34,1574.55,420.35,19.04,7.923,24.01,10.943,2018
1523.01,1460.27,406.96,18.64,7.911,22.189,10.934,2018
1519.15,1457.37,411.62,18.79,7.905,22.171,11.04,2018
1647.5,1570.29,411.09,18.68,7.93,24.417,10.789,2018
1749.96,1653.3,384.22,17.38,7.977,25.6595,10.705,2018
2034.65,1903.47,412.96,18.2,7.996,30.0645,10.727,2018
2033.58,1903.23,416.73,18.36,7.991,30.233,10.715,2018
2072.93,1934.91,409.7,18.03,8.005,30.592,10.678,2018
2066.64,1930.75,415.52,18.27,7.997,30.749,10.671,2018
1966.03,1855.44,446.21,19.83,7.954,29.181,10.623,2018
1855.51,1769.4,481.58,21.65,7.906,27.461,10.572,2018
1867.73,1779.99,479.98,21.59,7.909,27.5735,10.546,2018
1805.51,1730.93,505,22.85,7.878,26.712,10.518,2018
1744.83,1684.91,543.92,24.76,7.837,25.723,10.495,2018
1702.21,1651.38,569.88,26.05,7.81,24.962,10.511,2018
1742.83,1691.32,597.24,27.01,7.799,25.652,10.708,2018
1778.87,1707.42,502.28,22.8,7.876,26.11,10.517,2018
2021.65,1898.81,435.22,19.16,7.973,30.008,10.766,2018
2055.06,1915.46,400.17,17.59,8.01,30.6255,10.709,2018
2084.92,1931.08,375.48,16.41,8.04,30.8775,10.842,2018
2078.6,1920.77,367.78,15.93,8.047,30.881,11.122,2018
1987.23,1842.64,359.78,15.7,8.042,29.366,11.16,2018
1889.62,1769.44,385.32,16.86,8,27.761,11.352,2018
1862.5,1741.71,372.25,16.32,8.009,27.587,11.3205,2018
1811.66,1696.38,366.97,16.14,8.005,27.046,11.314,2018
1753.75,1650.25,372.26,16.51,7.99,25.755,11.289,2018
1720.34,1624.74,383.36,17.03,7.973,25.233,11.329,2018
1784.65,1681.91,387.89,17.26,7.979,26.3145,11.092,2018
1814.61,1710.75,399.78,17.73,7.973,26.837,11.094,2018
2036.94,1900.01,400.54,17.54,8.008,30.158,10.908,2018
2056.33,1914.74,396.79,17.39,8.014,30.674,10.794,2018
2077.9,1931.59,388.98,17.09,8.025,30.6295,10.727,2018
2096.4,1949.17,394.91,17.32,8.022,30.883,10.731,2018
2052.48,1920.71,421.3,18.53,7.99,30.472,10.721,2018
1914.79,1812.81,446.18,19.95,7.947,27.9225,10.662,2018
1682.69,1617.71,474.57,21.79,7.881,24.3595,10.481,2018
1609.42,1558.8,509.55,23.57,7.838,23.386,10.42,2018
1646.45,1597.81,543.65,25.03,7.82,23.7735,10.5005,2018
1763.84,1696.39,509.76,23.16,7.869,25.4025,10.6185,2018
1773.1,1691.96,455.96,20.6,7.914,25.877,10.706,2018
1788.69,1702.15,439.75,19.89,7.931,26.081,10.627,2018
1969.71,1845.39,403.06,17.89,7.994,29.281,10.651,2018
2043.11,1892.78,366.65,16.1,8.042,30.4795,10.765,2018
2059.73,1909.23,373.33,16.39,8.037,30.7525,10.724,2018
2092.45,1932.54,362.54,15.89,8.054,31.1035,10.705,2018
2056.05,1903.59,367.1,16.09,8.043,30.633,10.796,2018
1997.68,1847.61,346.94,15.25,8.057,29.5735,10.891,2018
1889.43,1752.39,334.2,14.8,8.054,28.05,10.939,2018
1847.28,1715.92,330.68,14.69,8.051,27.431,10.941,2018
1875.66,1740.19,330.56,14.66,8.057,27.625,10.958,2018
1868.2,1734.81,334.07,14.82,8.051,27.6745,10.952,2018
1858.32,1739.25,362.1,16.21,8.02,27.016,10.776,2018
1824.05,1712.08,367.52,16.55,8.007,26.668,10.659,2018
2035.17,1892.06,376.28,16.75,8.03,30.4075,10.363,2018
2078.18,1930.51,380.94,16.96,8.032,30.941,10.258,2018
2072.52,1925.85,380.9,16.97,8.031,30.8355,10.264,2018
2080.97,1935.49,388.74,17.3,8.025,31.032,10.268,2018
2042.22,1908.7,404.87,18.12,8.003,30.648,10.1655,2018
1818.69,1724.21,412.34,19.05,7.96,26.6175,9.896,2018
1664.45,1590.06,410.98,19.34,7.933,24.401,9.731,2018
1659.54,1588.04,420.6,19.81,7.923,24.313,9.724,2018
1692.37,1619.77,436.77,20.38,7.914,24.816,9.914,2018
1712.11,1640.8,450.29,21.06,7.906,25.017,9.81,2018
1693.92,1616.21,415.89,19.4,7.934,24.8805,9.913,2018
1707.99,1615.87,363.31,17.02,7.991,24.837,9.782,2018
1727.62,1622.33,331.75,15.46,8.03,25.14,9.901,2018
2023.34,1874.31,358.39,15.87,8.047,30.242,10.547,2018
2052.28,1894.09,351.34,15.43,8.059,30.692,10.732,2018
2075.61,1919.81,365.64,16.06,8.048,30.948,10.669,2018
2029.49,1871.35,343.29,15.06,8.065,30.4005,10.814,2018
1905.07,1762.16,324.34,14.37,8.069,28.0965,10.92,2018
1825.14,1685.24,298.92,13.33,8.087,26.965,10.921,2018
1801.72,1660.94,288.57,12.87,8.096,26.695,10.958,2018
1795.25,1659.67,298.28,13.33,8.082,26.731,10.895,2018
1783.15,1656.42,317.17,14.17,8.055,26.8195,10.873,2018
1777.28,1663.14,342.25,15.45,8.026,26.262,10.667,2018
1801.79,1691.19,362.17,16.34,8.009,26.4295,10.653,2018
1991.43,1854.38,375.67,16.73,8.024,29.935,10.432,2018
2030,1893.32,394.73,17.55,8.01,30.622,10.365,2018
2027.87,1891.78,396.02,17.61,8.008,30.669,10.35,2018
2035.09,1900.1,401.68,17.86,8.004,30.692,10.343,2018
2017.03,1893.72,426.88,19.08,7.978,30.396,10.241,2018
1874.46,1774.96,429.28,19.6,7.953,27.8695,10.044,2018
1664.47,1589.35,408.96,19.23,7.935,24.4885,9.74,2018
1625.48,1561.12,432.74,20.5,7.905,23.732,9.6465,2018
1604.06,1537.3,415.7,19.63,7.915,23.769,9.736,2018
1651.59,1578.13,405.45,19.15,7.936,24.023,9.685,2018
1643,1552.46,341.96,16.01,8.002,24.024,9.941,2018
1692.92,1588.94,318.65,14.93,8.04,24.5245,9.842,2018
1712.95,1608.35,328.48,15.29,8.031,24.963,9.959,2018
1898.73,1756.95,317.73,14.34,8.075,28.133,10.342,2018
2059.54,1895.95,343.89,14.95,8.07,30.5165,11.061,2018
2076.34,1911.79,349.93,15.16,8.065,30.774,11.131,2018
2064.98,1891.99,328.76,14.19,8.087,30.705,11.252,2018
1964.94,1791.31,289.39,12.49,8.122,28.9555,11.559,2018
1871.76,1703.58,268.4,11.58,8.135,27.6665,11.8105,2018
1839.48,1673.27,260.03,11.24,8.142,27.129,11.836,2018
1855.84,1686.87,259.95,11.24,8.145,27.292,11.804,2018
1897.07,1740.78,299.03,12.93,8.099,27.788,11.707,2018
1864.93,1713.64,298.53,12.98,8.093,27.72,11.5555,2018
1938.05,1794.31,340.63,14.77,8.057,28.029,11.575,2018
2033.82,1868.88,327.25,14.36,8.084,30.149,10.854,2018
2045.31,1890.43,355.42,15.65,8.054,30.619,10.649,2018
2082.98,1927.77,367.44,16.22,8.047,30.987,10.523,2018
2085.59,1930.11,368.35,16.25,8.046,31.087,10.51,2018
2069.6,1926.32,391.96,17.36,8.02,30.797,10.454,2018
2006.03,1877.22,402.79,17.95,8,29.781,10.434,2018
1927.23,1814.53,411.46,18.57,7.98,28.4335,10.297,2018
1912.86,1804.72,418.01,18.9,7.972,28.035,10.305,2018
1880.53,1771.55,399.2,18.12,7.984,27.648,10.252,2018
1879.34,1761.28,373.01,16.82,8.01,27.626,10.4615,2018
1896.81,1757.99,330.1,14.56,8.062,27.538,11.1395,2018
1843.64,1674.47,250.55,10.98,8.157,27.0175,11.438,2018
1875.72,1668.5,203.59,8.83,8.24,27.237,11.708,2018
2114.55,1856.72,211.54,8.94,8.26,30.43,11.949,2018
1940.2,1707.08,203.04,8.4,8.248,28.609,12.934,2018
2011.02,1797.2,247.23,10.34,8.186,29.743,12.408,2018
2112.08,1933.36,338.85,14.51,8.082,31.585,11.345,2018
2106.67,1938.79,361,15.47,8.057,31.514,11.332,2018
2100.94,1937.34,368.94,15.83,8.048,31.503,11.294,2018
2079.56,1915.81,361.23,15.48,8.053,31.27,11.3825,2018
2072.74,1910.61,362.33,15.52,8.051,31.136,11.417,2018
2048.63,1883.06,344.81,14.69,8.067,30.4645,11.6975,2018
2028.31,1859.07,331.12,14.04,8.079,30.247,11.875,2018
2044.59,1887.36,364.66,15.48,8.045,30.3545,11.83,2018
2026.06,1900.22,443.39,18.94,7.968,29.9435,11.717,2018
2036.56,1880.79,363.37,15.47,8.046,30.192,11.769,2018
2029.99,1879.37,375.47,16,8.031,30.396,11.696,2018
2109.14,1960.27,399.14,17.48,8.019,31.41,10.687,2018
2089.15,1936.37,381.22,16.73,8.033,31.401,10.624,2018
2099.11,1944.97,381.64,16.75,8.034,31.535,10.596,2018
2086.44,1943.45,405.99,17.85,8.008,31.352,10.583,2018
2072.86,1939.98,427.21,18.81,7.987,30.89,10.608,2018
2009.88,1884.15,427.9,18.63,7.977,30.024,11.103,2018
1980.68,1853.71,405.4,17.76,7.995,29.302,11.046,2018
1967.64,1824.68,359.39,15.57,8.039,29.072,11.436,2018
1947.48,1790.03,323.03,13.78,8.077,28.8495,11.952,2018
1943.64,1766.35,288.97,12,8.12,28.5515,12.848,2018
1919.14,1681.47,202.25,8.13,8.244,28.861,13.8295,2018
1928.78,1673.84,185.52,7.39,8.278,28.5365,14.175,2018
1929.43,1663.42,174.17,6.92,8.301,28.339,14.309,2018
1981.91,1763.52,240.95,9.78,8.192,29.2605,13.4465,2018
2076.42,1904.32,348.09,14.62,8.067,31.035,12.033,2018
2086.61,1924.19,369.44,15.7,8.046,31.137,11.651,2018
2090.5,1936.58,389.88,16.64,8.026,31.069,11.529,2018
2074.08,1917.67,379.63,16.17,8.033,31.135,11.579,2018
2063.39,1906.84,375.07,15.91,8.037,30.708,11.792,2018
2044.84,1897.06,386.24,16.5,8.024,30.311,11.651,2018
2044.75,1897.51,387.6,16.54,8.022,30.2325,11.696,2018
2072.29,1932.89,419.66,17.97,7.996,30.552,11.528,2018
2038.02,1889.66,380.44,16.32,8.028,30.343,11.501,2018
2065.2,1910.62,378.75,16.06,8.035,30.417,11.848,2018
2077.82,1928.54,392.86,16.94,8.021,31.016,11.223,2018
2105.73,1968.12,425.71,18.8,7.994,31.356,10.44,2018
2107.68,1972.49,431.26,19.16,7.989,31.439,10.251,2018
2117.38,1980.95,433.73,19.22,7.988,31.672,10.277,2018
2088.24,1964.62,463.2,20.48,7.958,31.2345,10.421,2018
2061.34,1937.51,452.26,19.92,7.963,30.862,10.604,2018
2017.82,1883.99,401.99,17.61,8.003,29.98,10.931,2018
2009.38,1855.74,350.77,15.16,8.055,29.791,11.375,2018
1995.24,1822.54,309.17,13.16,8.101,29.653,11.876,2018
1987.03,1787.42,265.09,11,8.157,29.466,12.691,2018
2001.52,1748.08,208.92,8.24,8.246,29.487,14.339,2018
1961.65,1683.5,173.14,6.8,8.307,28.9015,14.567,2018
1912.18,1616.35,150.63,5.81,8.347,28.4215,15.2195,2018
1942.8,1677.23,179.89,7.08,8.292,28.5155,14.55,2018
2054.67,1837.13,264.4,10.77,8.168,30.4,13.126,2018
2142.55,1989.1,418.89,17.71,8.007,31.848,11.69,2018
2133.36,1989.56,440.43,18.73,7.986,31.775,11.528,2018
2124.34,1983.48,445.23,18.97,7.98,31.765,11.473,2018
2145.81,2006.07,458.35,19.44,7.973,31.722,11.611,2018
2113.51,1976.83,459.05,19.3,7.967,31.366,11.944,2018
2104.71,1968.92,453.57,19.17,7.971,31.092,11.834,2018
2105.68,1982.08,494.4,20.98,7.937,31.204,11.692,2018
2111.89,1999.76,539.67,22.96,7.904,31.23,11.6095,2018
2087.32,1976.09,529.54,22.62,7.907,31.089,11.501,2018
2081.66,1977.8,557.65,23.86,7.885,31.111,11.458,2018
2104.54,1972,455.18,19.66,7.968,31.5495,11.079,2018
2138.49,2013.49,481.18,21.41,7.949,32.266,10.058,2018
2140.2,2014.79,479.97,21.38,7.951,32.302,10.017,2018
2162.68,2033.72,478.17,21.21,7.956,32.308,10.138,2018
2139.84,2014.72,483.07,21.4,7.949,32.181,10.2,2018
2074.56,1939.38,431.11,18.7,7.984,31.189,11.0115,2018
2048.99,1897.2,379.36,16.19,8.03,30.6155,11.623,2018
2043.67,1868.88,330.8,13.87,8.082,30.631,12.169,2018
2064.14,1861.04,289.93,11.9,8.135,30.692,12.839,2018
2054.41,1834.42,270.55,10.75,8.159,30.606,13.895,2018
2051.13,1805.01,241.46,9.29,8.199,30.525,14.9255,2018
1997.28,1733.01,209.36,7.89,8.243,29.745,15.773,2018
2009.91,1731.71,195.21,7.39,8.27,29.7835,15.597,2018
2103.7,1891.98,295.67,11.89,8.133,31.1485,13.4065,2018
2149.05,1993.76,428.09,17.76,7.999,32.097,12.237,2018
2149.46,2011.59,472.76,19.98,7.96,32.316,11.617,2018
2129.07,1994.43,474.15,20.1,7.955,32.296,11.5255,2018
2131.82,2001.29,487.19,20.73,7.945,32.318,11.409,2018
2135.08,2014.1,525.65,22.24,7.916,32.166,11.608,2018
2120.51,2006,544.69,22.93,7.901,31.67,11.861,2018
2117.62,2002.67,540.38,22.75,7.904,31.532,11.881,2018
2148.34,2029.37,536.75,22.7,7.911,31.9075,11.676,2018
