alkalinity,tco2,pco2,co2,pHt,salinity,temp,year
1895.33,1752.85,295.78,13.91,8.102,27.613,9.189,2017
1854.49,1727.72,309.88,14.87,8.077,26.921,8.7185,2017
1934.23,1795.3,315.06,14.95,8.083,28.2405,8.827,2017
2051.8,1899.18,339.71,15.59,8.074,29.8715,9.545,2017
2061.75,1912.03,356.26,16.2,8.056,30.274,9.744,2017
2059.91,1912.74,360.59,16.45,8.051,30.249,9.657,2017
2072.79,1929.04,370.2,16.97,8.044,30.1355,9.526,2017
2035.77,1899.49,374.27,17.27,8.033,29.904,9.362,2017
1977.1,1854.69,372.54,17.74,8.026,28.7075,8.6375,2017
1928.6,1809.8,357.66,17.27,8.033,28.078,8.338,2017
1930.01,1811.42,358.42,17.31,8.033,28.038,8.347,2017
1916.75,1805.86,371.72,18.09,8.017,27.7275,8.175,2017
1941.04,1821.9,360.32,17.43,8.033,28.161,8.28,2017
2047.8,1911.64,370.92,17.38,8.038,29.863,8.922,2017
2080.61,1938.37,377.44,17.36,8.037,30.465,9.377,2017
2099.2,1954.42,380.41,17.4,8.037,30.6925,9.496,2017
2100.9,1955.4,384.42,17.46,8.032,30.974,9.66,2017
2103.09,1958.77,384.69,17.56,8.033,30.825,9.531,2017
2043.27,1912.71,387.97,18.1,8.02,29.963,9.031,2017
1938.99,1823.36,372.14,17.9,8.02,28.1105,8.45,2017
1838.05,1737.02,367.44,18.03,8.007,26.716,8.1,2017
1810.19,1706.41,348.53,17.07,8.023,26.368,8.2085,2017
1808.35,1696.79,326.84,15.89,8.049,26.138,8.4715,2017
1770.47,1660.72,319.24,15.47,8.051,25.709,8.63,2017
1754.15,1634.83,291.32,14.02,8.084,25.611,8.8475,2017
1753.51,1606.31,234.7,11.19,8.166,25.629,9.124,2017
1792.44,1624.12,208.08,9.96,8.219,25.832,8.975,2017
1794.29,1668.06,280.15,13.78,8.106,25.989,8.159,2017
2057.13,1896.7,330.29,15.04,8.084,30.463,9.679,2017
2071.15,1910.05,332.35,15.15,8.084,30.486,9.641,2017
2063.47,1904.78,335.73,15.31,8.078,30.5455,9.606,2017
2070.01,1915.39,344.55,15.77,8.07,30.3705,9.537,2017
2001.48,1866.7,358.59,16.73,8.044,29.2695,9.146,2017
1943.76,1817.89,355.36,16.77,8.038,28.509,8.938,2017
1962.81,1830.74,344.87,16.28,8.053,28.6145,8.9155,2017
1917.76,1799.97,361.49,17.24,8.028,27.888,8.7315,2017
1892.62,1780.97,367.49,17.64,8.017,27.6145,8.599,2017
1922.2,1807.25,369.68,17.7,8.02,27.903,8.617,2017
2054.72,1910.73,361.14,16.68,8.049,30.213,9.282,2017
2076.67,1926.67,363.15,16.5,8.051,30.681,9.7,2017
2091.54,1940.98,365.46,16.63,8.051,30.684,9.655,2017
2073.38,1925.79,366.23,16.7,8.047,30.6285,9.597,2017
2080.72,1933.95,370.18,16.88,8.044,30.592,9.598,2017
1986.84,1860.71,380.2,17.64,8.019,29.168,9.327,2017
1910,1792.61,367.15,17.28,8.02,28.002,9.102,2017
1861.33,1748.84,359.34,16.99,8.021,27.24,9.096,2017
1767.83,1668.46,355.15,16.98,8.01,25.66,9.045,2017
1729.03,1634.11,353.4,16.94,8.004,25.244,9.046,2017
1549.87,1483.23,371.69,18.05,7.951,22.3045,9.149,2017
1478.54,1423.35,388.69,18.93,7.917,21.3055,9.246,2017
1639.47,1556.04,349.57,16.91,7.992,23.794,9.009,2017
1692.51,1605.33,354.01,17.28,7.997,24.405,8.649,2017
2031.78,1886.29,357.43,16.24,8.05,30.107,9.803,2017
2020.37,1880.43,366.9,16.67,8.038,29.879,9.838,2017
2027.33,1886.93,368.47,16.74,8.038,29.975,9.823,2017
2039.1,1898.78,373.36,16.94,8.035,30.052,9.8425,2017
2025.72,1894.22,387.98,17.69,8.018,29.5545,9.782,2017
1967.7,1848.06,397.77,18.27,7.999,29.0125,9.669,2017
1952.35,1831.66,380.8,17.64,8.014,28.374,9.524,2017
1903.18,1790.83,385.52,17.94,8,27.94,9.456,2017
1893.28,1785.85,394.45,18.41,7.99,27.6115,9.4255,2017
1842.79,1754.2,429.98,20.3,7.949,26.3855,9.286,2017
1882.13,1776.3,389.17,18.34,7.994,27.314,9.189,2017
2040.63,1907.88,386.56,17.73,8.023,29.596,9.605,2017
2056.46,1915.11,375.9,17.1,8.035,30.228,9.738,2017
2075.36,1930.15,372.21,16.91,8.042,30.272,9.764,2017
2092.24,1941.43,366.26,16.58,8.051,30.521,9.833,2017
2070.16,1925.56,373.11,16.92,8.04,30.255,9.829,2017
2024.59,1889.64,378.68,17.26,8.027,29.624,9.793,2017
1788.92,1694.06,385.11,18.13,7.983,25.7785,9.4765,2017
1643.28,1567.96,382.87,18.38,7.958,23.509,9.285,2017
1710.96,1622.9,370.56,17.64,7.983,24.723,9.338,2017
1700.18,1610.26,360.79,17.16,7.991,24.709,9.369,2017
1703.13,1612.51,359.56,17.09,7.993,24.718,9.378,2017
1709.87,1617.56,355.92,16.91,7.999,24.6835,9.397,2017
1695.75,1608.34,364.82,17.38,7.987,24.364,9.369,2017
1693.56,1607.26,365.28,17.49,7.986,24.279,9.244,2017
2045.9,1901.46,369.11,16.65,8.04,30.3025,9.989,2017
2051.57,1906.24,365.94,16.54,8.045,30.082,9.959,2017
2037.11,1892.8,363.74,16.44,8.044,30.0125,9.969,2017
2049.14,1905.6,370.51,16.73,8.039,30.093,9.993,2017
2027.88,1893.77,386.16,17.5,8.02,29.812,9.931,2017
1949.51,1829.85,388.39,17.81,8.006,28.459,9.803,2017
1856.94,1750.45,382.93,17.81,7.996,26.997,9.64,2017
1833.86,1736.42,405.36,18.84,7.97,26.831,9.683,2017
1834.18,1737.02,403.79,18.8,7.972,26.61,9.6625,2017
1784.27,1696.45,410,19.3,7.957,25.8245,9.482,2017
1900.37,1792.33,399.42,18.5,7.987,27.74,9.625,2017
2007.15,1873.53,375.67,17.13,8.028,29.486,9.796,2017
2023.13,1883.12,366.12,16.62,8.04,29.626,9.901,2017
2030.09,1884.56,357.72,16.13,8.05,29.752,10.082,2017
2041.56,1895.02,357.76,16.17,8.052,29.8,10.0015,2017
1999.91,1865.64,371.06,16.85,8.032,29.137,9.976,2017
1904.18,1788.12,382.92,17.49,8.004,27.8895,10.029,2017
1831.54,1726.26,382.95,17.55,7.993,26.628,10.142,2017
1784.14,1688.6,394.28,18.1,7.973,25.8695,10.227,2017
1683.68,1604.51,405.64,18.73,7.945,24.143,10.347,2017
1617.15,1549.46,421.13,19.52,7.917,23.156,10.404,2017
1486.59,1438.68,446.87,20.91,7.867,20.936,10.497,2017
1419.87,1381.85,471.46,22.11,7.83,20.2415,10.555,2017
1613.51,1548.04,427.26,19.85,7.911,22.966,10.369,2017
2003.94,1870.78,383.77,17.16,8.02,29.271,10.4165,2017
2050.76,1906.55,376.1,16.77,8.034,30.218,10.3515,2017
2061,1914.7,374.06,16.66,8.038,30.226,10.37,2017
2066.08,1920.14,377.66,16.82,8.035,30.3445,10.367,2017
2047.23,1908.62,388.82,17.34,8.021,30.021,10.3755,2017
1915.25,1803.79,414.31,18.51,7.976,28.13,10.644,2017
1906.79,1799.28,416.17,18.88,7.972,28,10.2135,2017
1829.15,1744.34,459.52,21.05,7.92,26.658,10.145,2017
1745.3,1671.48,463.97,21.41,7.9,25.6415,10.098,2017
1753.2,1678.62,464.23,21.47,7.901,25.8875,9.989,2017
1838.64,1750.5,451.3,20.69,7.928,26.984,10.064,2017
1995.69,1869.9,397.81,17.98,8.004,29.2775,10.101,2017
2026.24,1889.69,379.59,17.12,8.027,29.596,10.115,2017
2033.3,1891.55,370.73,16.62,8.038,29.6715,10.272,2017
2043.99,1896.28,361.12,16.16,8.049,29.931,10.291,2017
1998.22,1884.55,444.66,19.89,7.961,29.371,10.403,2017
1911.19,1792.57,386.43,17.34,8.002,27.977,10.546,2017
1715.75,1627.3,394.64,17.89,7.961,24.768,10.798,2017
1605.43,1531.17,396.19,18.06,7.939,23.122,10.91,2017
1696.05,1600.01,359.62,16.29,7.994,24.584,10.85,2017
1705,1602.59,342.96,15.54,8.014,24.7795,10.804,2017
1710.34,1607.35,343,15.53,8.015,24.761,10.829,2017
1720.05,1622.93,363.98,16.58,7.993,24.942,10.618,2017
1921.91,1798.17,372.45,16.78,8.019,27.9555,10.434,2017
2028.2,1885.82,368.74,16.53,8.038,29.822,10.257,2017
2043.14,1897.71,367.55,16.46,8.042,30.108,10.2305,2017
2081.07,1931.44,371.19,16.6,8.044,30.432,10.227,2017
2067.16,1926.21,387.14,17.35,8.026,30.184,10.1895,2017
2010.37,1883.16,399.5,18.05,8.005,29.431,10.083,2017
1983.6,1861.85,401.87,18.24,7.998,28.954,10.031,2017
1964.15,1849.34,413.76,18.82,7.984,28.587,10.022,2017
1939.2,1831.33,424.18,19.33,7.971,28.099,10.049,2017
1910.18,1813.66,449.9,20.59,7.943,27.6265,10.007,2017
1838.03,1749.37,441.12,20.39,7.938,26.582,9.8865,2017
1843.65,1750.47,429.27,19.8,7.949,26.933,9.888,2017
2037.31,1899.28,384.96,17.26,8.023,30.042,10.217,2017
2066.04,1916.71,366.93,16.41,8.046,30.394,10.218,2017
2053.82,1902.74,359.37,16.05,8.052,30.355,10.28,2017
2060.02,1905.53,354.94,15.79,8.057,30.4295,10.38,2017
2023.2,1881.29,372.16,16.57,8.034,29.921,10.435,2017
1941.67,1815.66,379.01,16.97,8.014,28.532,10.517,2017
1920.05,1792.8,365.7,16.35,8.025,28.058,10.632,2017
1855.06,1742.68,379.27,17.07,8.001,27.032,10.614,2017
1849.04,1737.63,380.89,17.14,7.998,27.0655,10.623,2017
1757.16,1665.47,402.29,18.24,7.961,25.4805,10.665,2017
1716.53,1637.86,429.97,19.64,7.928,24.7345,10.566,2017
1734.59,1656,440.24,20.14,7.921,25.215,10.445,2017
1778.52,1687.61,408.99,18.69,7.959,25.506,10.428,2017
2041.26,1899.61,376.73,16.82,8.033,29.832,10.379,2017
2068.37,1921.09,373.37,16.62,8.04,30.137,10.405,2017
2079.94,1929.61,369.84,16.46,8.046,30.233,10.403,2017
2065.11,1920.16,378.05,16.86,8.035,30.174,10.349,2017
2013.53,1886.99,404.83,18.17,8.001,29.285,10.305,2017
1948.52,1836.82,418.53,18.95,7.978,28.213,10.228,2017
1937.36,1828.92,424.01,19.23,7.971,28.063,10.21,2017
1916.8,1813.73,433.34,19.66,7.959,27.743,10.252,2017
1914.68,1813.13,437.26,19.88,7.955,27.783,10.176,2017
1880.6,1787.55,451.93,20.61,7.936,27.27,10.171,2017
1843.06,1749.16,428.87,19.59,7.951,26.5895,10.244,2017
1975.3,1845.81,384.95,17.17,8.014,29.0435,10.536,2017
2024.13,1871.85,346.45,15.33,8.063,29.559,10.701,2017
2034.95,1882.37,351.97,15.5,8.058,29.703,10.819,2017
2024.87,1870.64,345.65,15.2,8.063,29.707,10.863,2017
2035.02,1878.2,346.14,15.07,8.065,29.616,11.1785,2017
1959.11,1814.44,354.52,15.17,8.045,28.588,11.895,2017
1866.5,1732.67,346.93,14.8,8.038,27.277,12.227,2017
1838.57,1708.16,342.33,14.64,8.04,26.695,12.25,2017
1870.62,1732.45,333.02,14.27,8.056,27.006,12.139,2017
1865.54,1730.65,339.84,14.56,8.047,26.976,12.147,2017
1861.39,1728.27,343.5,14.7,8.042,26.945,12.184,2017
1852.48,1728.42,363.02,15.58,8.02,26.704,12.129,2017
1824.5,1710.55,377.96,16.36,7.999,26.33,11.936,2017
1942.14,1806.71,359.41,15.76,8.037,28.146,11.2095,2017
1937.45,1801.36,356.43,15.67,8.038,28.329,11.111,2017
1951.74,1814.41,357.12,15.7,8.041,28.2815,11.116,2017
1958.09,1822.62,363.55,16.02,8.035,28.334,11.043,2017
1926.61,1806.37,392.22,17.33,8.001,27.717,11.06,2017
1892.19,1781.05,406.9,17.98,7.981,27.298,11.125,2017
1862.43,1757.83,416.02,18.43,7.967,27.024,11.104,2017
1870,1766.27,423.4,18.71,7.962,27.058,11.175,2017
1863.43,1764.42,434.99,19.3,7.95,26.873,11.088,2017
1874.51,1779.79,454.33,20.15,7.936,26.679,11.131,2017
1832.73,1739.92,444.9,19.69,7.936,26.3375,11.251,2017
1827.86,1730.3,430.07,18.92,7.948,26.619,11.3825,2017
1950.06,1817.82,369.42,16.35,8.026,28.5475,10.8725,2017
1961.36,1819.2,351.32,15.47,8.047,28.987,10.938,2017
1986.53,1840.85,348.86,15.39,8.054,28.96,10.886,2017
1984.83,1836.01,340.98,15.02,8.063,28.9325,10.934,2017
1934.43,1798.14,351.53,15.46,8.045,27.8655,11.175,2017
1830.52,1712.2,359.42,15.83,8.019,26.486,11.377,2017
1816.58,1701.89,365.04,16.08,8.01,26.4005,11.377,2017
1849.54,1728.78,362.07,15.88,8.019,26.747,11.459,2017
1857.44,1738.99,371.67,16.3,8.011,26.7405,11.469,2017
1846.79,1734.19,384.69,16.91,7.995,26.665,11.4,2017
1811.71,1707.84,397.27,17.48,7.977,26.106,11.4665,2017
1777.41,1682.79,412.3,18.19,7.957,25.435,11.511,2017
1981.05,1846.38,375.75,16.57,8.025,28.8005,10.929,2017
2012.92,1870.46,368.88,16.21,8.038,29.208,10.967,2017
2001.78,1861.68,370.64,16.29,8.034,29.063,10.9825,2017
1996.07,1859.24,376.38,16.59,8.027,29.049,10.896,2017
1967.69,1843.9,402.96,17.73,7.997,28.524,11.053,2017
1889.59,1783.23,425.46,18.76,7.962,27.494,11.166,2017
1879.85,1775.03,426.26,18.8,7.96,27.341,11.1855,2017
1824.21,1732.08,446.45,19.71,7.933,26.392,11.326,2017
1772.77,1691.07,459.88,20.44,7.912,25.5255,11.263,2017
1718.59,1645.13,468.86,20.82,7.896,24.56,11.466,2017
1769.26,1690.76,480.17,21.1,7.895,25.565,11.614,2017
1739.95,1662.01,465.15,20.43,7.903,24.82,11.7605,2017
1991.81,1859.44,387.26,17.03,8.016,28.814,11.016,2017
2024.06,1882.47,374.61,16.46,8.034,29.1705,10.985,2017
1994.01,1855.99,374.88,16.48,8.028,29.194,10.962,2017
2050.14,1905.25,374.38,16.47,8.039,29.367,10.899,2017
1937.57,1814.78,388.53,17.15,8.007,27.74,11.083,2017
1852.6,1744.22,395.47,17.54,7.986,26.582,11.142,2017
1719.1,1628.42,392.49,17.57,7.965,24.618,11.202,2017
1747.22,1656.31,410.2,18.27,7.952,25.382,11.228,2017
1761.61,1671.11,415.92,18.55,7.95,25.3625,11.1795,2017
1744.78,1661.33,436.86,19.52,7.927,25.3165,11.1305,2017
1728.93,1650.05,446.91,19.96,7.916,24.839,11.228,2017
1653.9,1588.79,471.34,21.05,7.881,23.514,11.462,2017
1941.49,1819.79,395.05,17.47,8,28.108,10.968,2017
1971,1842.06,386.6,17.1,8.013,28.646,10.87,2017
1975.38,1846.08,387.69,17.17,8.012,28.86,10.784,2017
2022.06,1886.12,387.77,17.13,8.02,29.275,10.795,2017
1958.24,1837.2,403.38,17.91,7.994,28.4785,10.777,2017
1746.02,1656.06,405.27,18.32,7.956,25.3185,10.788,2017
1605.25,1537.97,425.71,19.43,7.911,23.06,10.877,2017
1549.64,1494.07,450.09,20.68,7.878,22.033,10.8665,2017
1505.15,1458.84,477.23,21.98,7.844,21.456,10.884,2017
1325.33,1305.5,550.71,25.74,7.745,18.7215,10.917,2017
1255.71,1244.56,583.09,27.38,7.704,17.7185,10.955,2017
1456.12,1411.13,463.34,21.18,7.846,20.8165,11.224,2017
1695.41,1619.45,444.6,19.93,7.91,24.763,11.14,2017
1893.51,1772.36,377.95,16.71,8.009,27.671,11.053,2017
1931.56,1804.06,375.42,16.6,8.017,28.2435,10.953,2017
1992.38,1856.22,377.17,16.61,8.026,28.988,10.94,2017
1952.68,1824.43,380.52,16.82,8.016,28.3195,10.938,2017
1877.65,1761.13,381.53,16.93,8.003,27.165,11.026,2017
1676.34,1589.91,387,17.45,7.962,24.2385,11.048,2017
1595.31,1525.68,412.09,18.78,7.921,23.0325,10.943,2017
1561.48,1497.92,418.12,19.15,7.91,22.2555,10.916,2017
1522.6,1467.32,440.8,20.23,7.879,21.9485,10.917,2017
1509.2,1456.05,441.92,20.32,7.876,21.5285,10.922,2017
1476.09,1435,485.99,22.59,7.831,20.852,10.7095,2017
1802.92,1704.94,402.86,18.24,7.968,26.405,10.545,2017
1960.58,1835.66,388.08,17.37,8.009,28.468,10.54,2017
1981.48,1853.3,386.43,17.28,8.015,28.597,10.543,2017
1982.79,1855.6,392.4,17.51,8.009,28.809,10.571,2017
1961.11,1841.62,403.65,18.11,7.994,28.44,10.469,2017
1713.79,1632.94,409.04,19.04,7.946,24.623,10.014,2017
1633.23,1571.48,448.09,21.12,7.894,23.384,9.856,2017
1658.63,1593.35,448.26,20.96,7.899,23.769,10.031,2017
1650.34,1578.64,416.88,19.44,7.927,23.722,10.127,2017
1651.06,1573.04,396.3,18.25,7.948,23.653,10.517,2017
1621.83,1527.44,329.73,15,8.015,23.298,10.9455,2017
1618.99,1513.04,296.41,13.39,8.056,23.23,11.164,2017
1948.83,1811.43,358.65,15.7,8.038,28.397,11.219,2017
1949.27,1813.13,366.05,15.97,8.03,28.687,11.286,2017
1987.42,1845.44,364.66,15.87,8.038,28.905,11.314,2017
1992.76,1848,360.32,15.65,8.044,28.955,11.37,2017
1907.84,1774.89,358.81,15.55,8.032,27.8025,11.6495,2017
1840.79,1721.12,366.45,15.91,8.013,26.639,11.791,2017
1780.43,1666.74,356.82,15.59,8.013,25.912,11.727,2017
1780.88,1669.94,363.22,15.91,8.007,25.747,11.682,2017
1790.04,1679.84,367.39,16.09,8.005,25.57,11.7175,2017
1752.87,1651.79,378.49,16.68,7.986,25.106,11.6015,2017
1720.22,1628.94,396.22,17.58,7.962,24.778,11.441,2017
1846.96,1730.1,363.69,16.28,8.016,26.7845,10.829,2017
1959.91,1832.84,381.95,17.05,8.016,28.361,10.6405,2017
1967.36,1839.58,383.12,17.12,8.016,28.551,10.575,2017
1985.27,1856.14,387.74,17.3,8.014,28.837,10.574,2017
1971.56,1847.5,395.12,17.67,8.004,28.553,10.54,2017
1924.67,1812.47,408.22,18.42,7.984,27.892,10.394,2017
1912.17,1802.5,411.64,18.58,7.978,27.819,10.388,2017
1805.62,1713.95,418.22,19.19,7.954,26.131,10.19,2017
1791.65,1700.62,413.15,18.95,7.957,25.784,10.255,2017
1768.29,1660.77,349.08,15.94,8.019,25.536,10.433,2017
1653.92,1569.05,362.09,16.88,7.985,23.278,10.207,2017
1960.66,1831.29,374.24,16.77,8.023,28.474,10.49,2017
1959.46,1831.24,377.27,16.9,8.02,28.444,10.513,2017
1976.96,1845.87,377.64,16.86,8.023,28.641,10.587,2017
1954.73,1827.5,379.92,16.96,8.017,28.374,10.638,2017
1872.47,1760.73,387.48,17.46,7.996,27.149,10.566,2017
1823.82,1718.35,385.93,17.45,7.989,26.5585,10.568,2017
1740.57,1650.51,396.72,18.07,7.964,25.022,10.6005,2017
1683.29,1601.18,398.8,18.25,7.951,24.21,10.611,2017
1696.8,1619.52,426.69,19.44,7.928,24.295,10.731,2017
1752.87,1659.45,394.09,17.83,7.969,25.3115,10.755,2017
1859.48,1746.72,388.93,17.31,7.99,27.5695,10.862,2017
1990.59,1860.3,396.13,17.39,8.006,29.125,11.012,2017
1996,1863.18,393.32,17.23,8.009,29.371,11.036,2017
2011.36,1876.11,392.1,17.16,8.013,29.442,11.048,2017
2017.15,1882.12,393.41,17.31,8.012,29.654,10.8435,2017
2006.47,1877.7,402.77,17.79,8.002,29.1305,10.8175,2017
1890.06,1782.64,409.87,18.35,7.978,26.998,10.783,2017
1853.01,1751.5,410.67,18.51,7.971,26.518,10.6595,2017
1738.72,1658.67,430.17,19.65,7.934,24.464,10.616,2017
1732.53,1654.32,433.51,19.86,7.929,24.4,10.533,2017
1693.47,1615.7,416.59,19.15,7.937,24.053,10.498,2017
1701.05,1620.12,407.24,18.67,7.948,24.0195,10.576,2017
1663.29,1571.8,349.55,16.06,8.001,23.4475,10.609,2017
1649.81,1554.38,334.95,15.27,8.015,23.3555,10.8755,2017
1943.83,1809.33,360.34,15.93,8.035,28.3705,10.925,2017
1995.27,1850.87,355.82,15.67,8.049,28.994,10.932,2017
2002.56,1857.49,357.27,15.73,8.048,29.1,10.933,2017
1956.95,1821.95,363.92,16.09,8.034,28.514,10.894,2017
1928.71,1800.59,368.29,16.38,8.025,28.0035,10.818,2017
1886.52,1769.72,376.77,16.88,8.011,26.8725,10.781,2017
1875.25,1762.43,383.37,17.21,8.002,26.712,10.744,2017
1854.06,1745.4,387.49,17.45,7.994,26.59,10.674,2017
1821.71,1727.06,415.81,18.83,7.962,25.6555,10.668,2017
1787.64,1701.07,429.53,19.54,7.943,25.2515,10.601,2017
1921.08,1800.32,377.93,17.14,8.013,27.9855,10.219,2017
2057.99,1920.71,393,17.6,8.019,29.894,10.271,2017
2040.19,1905.62,393.28,17.68,8.015,29.923,10.142,2017
2103.95,1961.5,397.87,17.8,8.022,30.498,10.202,2017
2082.23,1943.99,400.57,17.94,8.016,30.2405,10.216,2017
2009.57,1884.9,404.25,18.37,8,29.443,9.911,2017
1931.97,1818.38,395.14,18.23,7.997,27.94,9.714,2017
1830.39,1725.39,372.98,17.41,8.003,26.407,9.621,2017
1831.3,1720.84,357.01,16.61,8.021,26.288,9.753,2017
1800,1695.25,365.58,16.9,8.006,25.987,9.9865,2017
1779.69,1677.88,367.75,16.99,7.999,25.825,10.038,2017
1765.58,1643.29,304.15,13.96,8.072,25.4325,10.312,2017
1764.9,1623.63,263.53,11.97,8.127,25.3925,10.63,2017
1744.28,1599.35,250.34,11.35,8.142,25.193,10.726,2017
1993.77,1845.39,343.83,15.09,8.063,28.538,11.123,2017
2065.5,1912.33,367.5,16,8.047,30.102,11.086,2017
2091.85,1940.33,379.6,16.62,8.038,30.419,10.874,2017
2097.11,1949.71,391.89,17.16,8.027,30.39,10.8645,2017
2080.48,1932.23,383.34,16.78,8.033,30.225,10.901,2017
2058.23,1916.5,390.14,17.12,8.023,29.807,10.913,2017
2058.09,1918.16,393.87,17.31,8.019,29.749,10.868,2017
2063.6,1927.61,404.89,17.83,8.01,29.576,10.845,2017
2061.1,1937.22,441.77,19.43,7.976,29.472,10.893,2017
2050.16,1935.13,464.92,20.5,7.955,29.211,10.855,2017
2012.14,1882.75,389.38,17.56,8.017,28.729,10.262,2017
2123.89,1979.23,398.57,17.82,8.025,30.535,10.214,2017
2117.63,1973.73,399.67,17.85,8.022,30.597,10.234,2017
2144.66,1998.25,403.3,17.98,8.023,30.781,10.247,2017
2152.27,2005.92,405.68,18.1,8.022,30.806,10.221,2017
2111.21,1973.58,414.15,18.53,8.007,30.507,10.198,2017
2065.57,1933.92,408.13,18.38,8.006,29.7705,10.12,2017
1970.95,1849.53,394.4,17.93,8.005,28.487,10.059,2017
1971.06,1847.31,381,17.37,8.02,27.813,10.085,2017
1927.94,1805.16,369.62,16.86,8.023,27.7335,10.091,2017
1915.11,1789.45,356.87,16.28,8.034,27.677,10.096,2017
1906.2,1772.67,331.11,15.1,8.063,27.349,10.172,2017
1883.22,1718.95,258.79,11.75,8.152,27.269,10.303,2017
1909.44,1747.15,270.27,12.25,8.141,27.369,10.34,2017
1859.2,1693.9,250.39,11.36,8.16,27.065,10.38,2017
2041.46,1899.27,373.06,16.66,8.037,29.558,10.406,2017
2089.54,1944.18,388.04,17.23,8.029,30.359,10.453,2017
2101.57,1956.9,395.61,17.55,8.023,30.566,10.441,2017
2109.47,1964.31,397.63,17.61,8.023,30.579,10.4865,2017
2108.02,1965.68,403.31,17.89,8.017,30.442,10.464,2017
2101.27,1963.4,411.85,18.29,8.009,30.235,10.459,2017
2085.93,1950.98,414.76,18.44,8.003,30.1895,10.44,2017
2066.03,1940.56,431.77,19.28,7.985,29.709,10.3965,2017
2030.47,1909.59,429.75,19.26,7.981,29.3375,10.3435,2017
2018.58,1892.58,405.69,18.26,8.001,29.133,10.253,2017
2070.17,1935.8,407.91,18.23,8.007,30.096,10.297,2017
2088.42,1949.87,404.58,18.04,8.013,30.353,10.321,2017
2108.91,1966.82,404.72,17.99,8.016,30.6235,10.376,2017
2117.65,1974.18,406.43,18.02,8.015,30.858,10.4,2017
2126.83,1982.08,405.14,17.97,8.018,30.801,10.403,2017
2098.22,1961.97,415.01,18.47,8.005,30.2645,10.4025,2017
2035.11,1904.71,402.89,17.98,8.007,29.239,10.4955,2017
1998.55,1868.17,389.77,17.31,8.015,28.725,10.732,2017
1920.61,1795,370.98,16.44,8.022,27.515,10.997,2017
1892.62,1766.6,361.59,15.92,8.027,27.1585,11.268,2017
1845.22,1715.03,339.19,14.58,8.046,26.154,12.194,2017
1812.31,1677.68,323.8,13.65,8.058,25.891,12.8365,2017
1738.08,1604.91,291.19,12.41,8.088,24.38,12.765,2017
1705.33,1576.66,290.13,12.37,8.083,24.0145,12.824,2017
1893.24,1749.83,322.06,13.94,8.073,26.9555,11.833,2017
2097.42,1947.84,388.87,16.88,8.031,30.17,11.172,2017
2109.31,1959.82,391.48,17.07,8.03,30.299,11.009,2017
2094.1,1946.83,393.28,17.13,8.026,30.276,11.057,2017
2096.78,1948.75,391.4,17.1,8.027,30.392,10.9445,2017
2080.38,1938.8,404.67,17.63,8.012,30.264,11.051,2017
2039.04,1910.96,423.42,18.51,7.989,29.387,11.103,2017
2005.25,1881.3,420.02,18.4,7.987,28.882,11.12,2017
1990.36,1874.63,440.33,19.31,7.966,28.708,11.111,2017
1970.18,1847.71,405.33,17.83,7.996,28.174,11.115,2017
1966.69,1843.73,401.59,17.74,7.998,28.3235,10.959,2017
2015.76,1883.74,399.51,17.59,8.007,29.38,10.872,2017
2095.33,1954.37,401.08,17.77,8.018,30.083,10.559,2017
2100.61,1956.99,398.91,17.62,8.021,30.362,10.608,2017
2086.54,1944.78,398.14,17.62,8.019,30.301,10.552,2017
2074.53,1936.65,399.99,17.78,8.016,29.847,10.505,2017
2021.95,1892.65,403.46,17.93,8.005,29.173,10.628,2017
1983.92,1857.88,394.47,17.58,8.008,28.499,10.6555,2017
1899.17,1784.48,389.6,17.45,8,27.118,10.7575,2017
1862.15,1752.13,387.02,17.36,7.996,26.486,10.8215,2017
1831.63,1719.6,370.11,16.58,8.008,26.34,10.886,2017
1843.24,1724.87,354.92,15.87,8.027,26.296,10.9365,2017
1781.57,1663.34,332.94,14.86,8.04,25.695,11.113,2017
1794.56,1652.74,277.88,12.4,8.112,25.669,11.105,2017
1813.16,1660.92,260.84,11.66,8.14,25.6775,11.07,2017
2060.9,1910.25,361.84,16.03,8.052,29.709,10.634,2017
2080.95,1935.21,383.34,16.99,8.033,30.094,10.555,2017
2081.04,1936.26,386.73,17.13,8.029,30.184,10.547,2017
2098.01,1951.14,388.25,17.18,8.031,30.357,10.556,2017
2100.54,1956.29,394.22,17.48,8.026,30.222,10.517,2017
2057.11,1925.4,409.87,18.27,8.004,29.674,10.452,2017
1996.43,1870.98,397.9,17.9,8.006,28.806,10.32,2017
1996.92,1871.95,394.86,17.84,8.01,28.471,10.247,2017
1997.15,1874.85,404.03,18.24,8.001,28.507,10.2735,2017
1937.34,1819.14,385.04,17.59,8.01,27.661,10.0535,2017
1964.83,1842.11,382.77,17.44,8.017,27.8565,10.099,2017
2012.13,1881.86,389.42,17.62,8.015,29.31,10.064,2017
2068.5,1929.05,390.08,17.49,8.024,29.974,10.217,2017
