Date,Temp,Salinity,pH
2020-04-30,10.4353,28.2573339,7.790541157
2020-04-30,10.4212,28.2592912,7.781836481
2020-04-30,10.421,28.2612485,7.782545619
2020-04-30,10.3982,28.2632059,7.777591343
2020-04-30,10.3815,28.2651632,7.774930215
2020-04-30,10.4119,28.2671205,7.776549114
2020-04-30,10.4189,28.2690779,7.769920949
2020-04-30,10.4238,28.2710352,7.76437186
2020-04-30,10.4236,28.2729925,7.759091676
2020-04-30,10.3786,28.2749498,7.752783038
2020-04-30,10.4151,28.2769072,7.752699509
2020-04-30,10.4373,28.2788645,7.750315111
2020-04-30,10.4436,28.2808218,7.747749996
2020-04-30,10.4428,28.2827791,7.745553158
2020-04-30,10.4464,28.2847365,7.74158736
2020-04-30,10.4969,28.2866938,7.737982329
