time,chlorophyll
20180608T01:15:00Z,5.6
20180608T01:30:00Z,3.2
20180608T01:45:00Z,3.3
20180608T02:00:00Z,5.5
20180608T02:15:00Z,5.1
20180608T02:30:00Z,4.5
20180608T02:45:00Z,4.4
20180608T03:00:00Z,4.1
20180608T03:15:00Z,5.7
20180608T03:30:00Z,5.4
20180608T03:45:00Z,5.4
20180608T04:00:00Z,6.1
20180608T04:15:00Z,5.6
20180608T04:30:00Z,4.9
20180608T04:45:00Z,4.2
20180608T05:00:00Z,4.1
20180608T05:15:00Z,4.1
20180608T05:30:00Z,3.9
20180608T05:45:00Z,3.6
20180608T06:00:00Z,3.9
20180608T06:15:00Z,4.1
20180608T06:30:00Z,3.6
20180608T06:45:00Z,3.9
20180608T07:00:00Z,3
20180608T07:15:00Z,2.1
20180608T07:30:00Z,2.8
20180608T07:45:00Z,2
20180608T08:00:00Z,2
20180608T08:15:00Z,1.6
20180608T08:30:00Z,1.6
20180608T08:45:00Z,2
20180608T09:00:00Z,1.9
20180608T09:15:00Z,1.8
20180608T09:30:00Z,1.7
20180608T09:45:00Z,1.6
20180608T10:00:00Z,1.3
20180608T10:15:00Z,1.4
20180608T10:30:00Z,1.1
20180608T10:45:00Z,1.2
20180608T11:00:00Z,1.9
20180608T11:15:00Z,2.1
20180608T11:30:00Z,1.1
20180608T11:45:00Z,1.9
20180608T12:00:00Z,2.6
20180608T12:15:00Z,2.1
20180608T12:30:00Z,3.2
20180608T12:45:00Z,2.3
20180608T13:00:00Z,2.7
20180608T13:15:00Z,1.9
20180608T13:30:00Z,2.9
20180608T13:45:00Z,2.9
20180608T14:00:00Z,2.9
20180608T14:15:00Z,2.6
20180608T14:30:00Z,3.8
20180608T14:45:00Z,2.3
20180608T15:00:00Z,3.5
20180608T15:15:00Z,3.4
20180608T15:30:00Z,3.7
20180608T15:45:00Z,3.6
20180608T16:00:00Z,2.9
20180608T16:15:00Z,4.2
20180608T16:30:00Z,3.2
20180608T16:45:00Z,3
20180608T17:00:00Z,2.1
20180608T17:15:00Z,2.3
20180608T17:30:00Z,2.1
20180608T17:45:00Z,1.7
20180608T18:00:00Z,2.4
20180608T18:15:00Z,2.1
20180608T18:30:00Z,2
20180608T18:45:00Z,2.6
20180608T19:00:00Z,2
20180608T19:15:00Z,1.4
20180608T19:30:00Z,1.8
20180608T19:45:00Z,1.6
20180608T20:00:00Z,1.6
20180608T20:15:00Z,1.8
20180608T20:30:00Z,1.5
20180608T20:45:00Z,0.9
20180608T21:00:00Z,1.4
20180608T21:15:00Z,1.7
20180608T21:30:00Z,1.5
20180608T21:45:00Z,1.8
20180608T22:00:00Z,2.3
20180608T22:15:00Z,1.4
20180608T22:30:00Z,1.5
20180608T22:45:00Z,2
20180608T23:00:00Z,2.5
20180608T23:15:00Z,2.6
20180608T23:30:00Z,2.2
20180608T23:45:00Z,3.6
20180609T00:00:00Z,3.4
20180609T00:15:00Z,4.4
20180609T00:30:00Z,4.7
20180609T00:45:00Z,7
20180609T01:00:00Z,7.8
20180609T01:15:00Z,6.8
20180609T01:30:00Z,7.3
20180609T01:45:00Z,6.6
20180609T02:00:00Z,7.8
20180609T02:15:00Z,7.6
20180609T02:30:00Z,10.4
20180609T02:45:00Z,11.5
20180609T03:00:00Z,11.7
20180609T03:15:00Z,9.2
20180609T03:30:00Z,8.5
20180609T03:45:00Z,6
20180609T04:00:00Z,8.2
20180609T04:15:00Z,9.5
20180609T04:30:00Z,8.5
20180609T04:45:00Z,10.9
20180609T19:15:00Z,3.2
20180609T19:30:00Z,3
20180609T19:45:00Z,2
20180609T20:00:00Z,2.4
20180609T20:15:00Z,2.4
20180609T20:30:00Z,2.4
20180609T20:45:00Z,1.7
20180609T21:00:00Z,1.9
20180609T21:15:00Z,2.5
20180609T21:30:00Z,1.2
20180609T21:45:00Z,1.6
20180609T22:00:00Z,1.7
20180609T22:15:00Z,2.1
20180609T22:30:00Z,1.5
20180609T22:45:00Z,2.5
20180609T23:00:00Z,3.2
20180609T23:15:00Z,2.9
20180609T23:30:00Z,2.9
20180609T23:45:00Z,1.5
20180610T00:00:00Z,3.1
20180610T00:15:00Z,3.4
20180610T00:30:00Z,4.5
20180610T00:45:00Z,4.8
20180610T01:00:00Z,5.1
20180610T01:15:00Z,5.6
20180610T01:30:00Z,5.7
20180610T01:45:00Z,6.7
20180610T02:00:00Z,6.7
20180610T02:15:00Z,3.6
20180610T02:30:00Z,6.7
20180610T02:45:00Z,6.6
20180610T03:00:00Z,5.8
20180610T03:15:00Z,6.1
20180610T03:30:00Z,5.5
20180610T03:45:00Z,5.2
20180610T04:00:00Z,4
20180610T04:15:00Z,3.8
20180610T04:30:00Z,3.4
20180610T04:45:00Z,5.7
20180610T05:00:00Z,6.1
20180610T05:15:00Z,5.1
20180610T05:30:00Z,5
20180610T05:45:00Z,5.9
20180610T06:00:00Z,5.7
20180610T06:15:00Z,6.3
20180610T06:30:00Z,5.4
20180610T06:45:00Z,5.2
20180610T07:00:00Z,6.4
20180610T07:15:00Z,5.8
20180610T07:30:00Z,5.7
20180610T07:45:00Z,4.8
20180610T08:00:00Z,4.9
20180610T08:15:00Z,4
20180610T08:30:00Z,3.7
20180610T08:45:00Z,3.4
20180610T09:00:00Z,3.2
20180610T09:15:00Z,2.6
20180610T09:30:00Z,3.6
20180610T09:45:00Z,2.5
20180610T10:00:00Z,2.1
20180610T10:15:00Z,2.5
20180610T10:30:00Z,2.6
20180610T10:45:00Z,2.2
20180610T11:00:00Z,2.2
20180610T11:15:00Z,2.1
20180610T11:30:00Z,2
20180610T11:45:00Z,1.7
20180610T12:00:00Z,2.1
20180610T12:15:00Z,1.2
20180610T12:30:00Z,1.3
20180610T12:45:00Z,2.1
20180610T13:00:00Z,2.2
20180610T13:15:00Z,2.2
20180610T13:30:00Z,3
20180610T13:45:00Z,2.9
20180610T14:00:00Z,2.8
20180610T14:15:00Z,3.4
20180610T14:30:00Z,3.4
20180610T14:45:00Z,2.9
20180610T15:00:00Z,3.6
20180610T15:15:00Z,3.6
20180610T15:30:00Z,5.1
20180610T15:45:00Z,4.8
20180610T16:00:00Z,4.7
20180610T16:15:00Z,3.3
20180610T16:30:00Z,4.2
20180610T16:45:00Z,3.3
20180610T17:00:00Z,2.9
20180610T17:15:00Z,3.3
20180610T17:30:00Z,3.8
20180610T17:45:00Z,4.3
20180610T18:00:00Z,3.4
20180610T18:15:00Z,3.9
20180610T18:30:00Z,3.4
20180610T18:45:00Z,3.3
20180610T19:00:00Z,4.1
20180610T19:15:00Z,3.5
20180610T19:30:00Z,3.1
20180610T19:45:00Z,3.1
20180610T20:00:00Z,3
20180610T20:15:00Z,2.3
20180610T20:30:00Z,3.9
20180610T20:45:00Z,2.6
20180610T21:00:00Z,3.2
20180610T21:15:00Z,1.8
20180610T21:30:00Z,1.9
20180610T21:45:00Z,2.1
20180610T22:00:00Z,2.2
20180610T22:15:00Z,1.7
20180610T22:30:00Z,1.8
20180610T22:45:00Z,2.7
20180610T23:00:00Z,1.4
20180610T23:15:00Z,1.9
20180610T23:30:00Z,2.5
20180610T23:45:00Z,2
20180611T00:00:00Z,3
20180611T00:15:00Z,3.4
20180611T00:30:00Z,3.9
20180611T00:45:00Z,3.7
20180611T01:00:00Z,4.6
20180611T01:15:00Z,4.4
20180611T01:30:00Z,4.1
20180611T01:45:00Z,5
20180611T02:00:00Z,4.9
20180611T02:15:00Z,5.4
20180611T02:30:00Z,4.5
20180611T02:45:00Z,5.9
20180611T03:00:00Z,7.8
20180611T03:15:00Z,5.6
20180611T03:30:00Z,5
20180611T03:45:00Z,4.6
20180611T04:00:00Z,5.2
20180611T04:15:00Z,5
20180611T04:30:00Z,4.3
20180611T04:45:00Z,5.7
20180611T05:00:00Z,3
20180611T05:15:00Z,3.9
20180611T05:30:00Z,4
20180611T05:45:00Z,5.9
20180611T06:00:00Z,6.1
20180611T06:15:00Z,6
20180611T06:30:00Z,4.9
20180611T06:45:00Z,4.8
20180611T07:00:00Z,5.2
20180611T07:15:00Z,7.7
20180611T07:30:00Z,4.3
20180611T07:45:00Z,5.4
20180611T08:00:00Z,5.6
20180611T08:15:00Z,4.2
20180611T08:30:00Z,4.3
20180611T08:45:00Z,3.9
20180611T09:00:00Z,3.4
20180611T09:15:00Z,4.1
20180611T09:30:00Z,3.7
20180611T09:45:00Z,2.9
20180611T10:00:00Z,2.7
20180611T10:15:00Z,3.1
20180611T10:30:00Z,1.3
20180611T10:45:00Z,2.6
20180611T11:00:00Z,2.7
20180611T11:15:00Z,2.2
20180611T11:30:00Z,2.1
20180611T11:45:00Z,3
20180611T12:00:00Z,3
20180611T12:15:00Z,3.1
20180611T12:30:00Z,2
20180611T12:45:00Z,1.6
20180611T13:00:00Z,2.7
20180611T13:15:00Z,1.9
20180611T13:30:00Z,2.3
20180611T13:45:00Z,1.8
20180611T14:00:00Z,1.9
20180611T14:15:00Z,2.4
20180611T14:30:00Z,2.7
20180611T14:45:00Z,2.3
20180611T15:00:00Z,2.5
20180611T15:15:00Z,3.3
20180611T15:30:00Z,2.2
20180611T15:45:00Z,1.7
20180611T16:00:00Z,4
20180611T16:15:00Z,3.9
20180611T16:30:00Z,3.2
20180611T16:45:00Z,3.5
20180611T17:00:00Z,4.2
20180611T17:15:00Z,4.3
20180611T17:30:00Z,2.8
20180611T17:45:00Z,3.7
20180611T18:00:00Z,1.5
20180611T18:15:00Z,2.4
20180611T18:30:00Z,3.2
20180611T18:45:00Z,2.6
20180611T19:00:00Z,3.4
20180611T19:15:00Z,2.9
20180611T19:30:00Z,4
20180611T19:45:00Z,3.7
20180611T20:00:00Z,3.4
20180611T20:15:00Z,3.5
20180611T20:30:00Z,3.2
20180611T20:45:00Z,2.7
20180611T21:00:00Z,3.3
20180611T21:15:00Z,3.3
20180611T21:30:00Z,4.2
20180611T21:45:00Z,2.7
20180611T22:00:00Z,3.2
20180611T22:15:00Z,3.2
20180611T22:30:00Z,1.9
20180611T22:45:00Z,2.7
20180611T23:00:00Z,2.9
20180611T23:15:00Z,2.4
20180611T23:30:00Z,1.8
20180611T23:45:00Z,2
20180612T00:00:00Z,2.5
20180612T00:15:00Z,1.6
20180612T00:30:00Z,2.7
20180612T00:45:00Z,2.5
20180612T01:00:00Z,3.5
20180612T01:15:00Z,2.7
20180612T01:30:00Z,3.8
20180612T01:45:00Z,3.5
20180612T02:00:00Z,3.3
20180612T02:15:00Z,5.5
20180612T02:30:00Z,3.9
20180612T02:45:00Z,4.5
20180612T03:00:00Z,4.4
20180612T03:15:00Z,5.1
20180612T03:30:00Z,5.4
20180612T03:45:00Z,4.2
20180612T04:00:00Z,3.7
20180612T04:15:00Z,3.2
20180612T04:30:00Z,3.9
20180612T04:45:00Z,5.5
20180612T05:00:00Z,5.3
20180612T05:15:00Z,3.2
20180612T05:30:00Z,3.9
20180612T05:45:00Z,3.2
20180612T06:00:00Z,4.2
20180612T06:15:00Z,4.1
20180612T06:30:00Z,3.9
20180612T06:45:00Z,4.1
20180612T07:00:00Z,4.4
20180612T07:15:00Z,4.2
20180612T07:30:00Z,5.3
20180612T07:45:00Z,4.3
20180612T08:00:00Z,4.1
20180612T08:15:00Z,5.2
20180612T08:30:00Z,5.1
20180612T08:45:00Z,3.6
20180612T09:00:00Z,3.5
20180612T09:15:00Z,3.7
20180612T09:30:00Z,3.1
20180612T09:45:00Z,2.6
20180612T10:00:00Z,2.1
20180612T10:15:00Z,2.9
20180612T10:30:00Z,2.5
20180612T10:45:00Z,2.3
20180612T11:00:00Z,1.6
20180612T11:15:00Z,1.5
20180612T11:30:00Z,1.8
20180612T11:45:00Z,2.5
20180612T12:00:00Z,1.8
20180612T12:15:00Z,3.4
20180612T12:30:00Z,4.2
20180612T12:45:00Z,4.2
20180612T13:00:00Z,2
20180612T13:15:00Z,2.1
20180612T13:30:00Z,2.2
20180612T13:45:00Z,2
20180612T14:00:00Z,2.6
20180612T14:15:00Z,1.7
20180612T14:30:00Z,2.2
20180612T14:45:00Z,2.4
20180612T15:00:00Z,1.8
20180612T15:15:00Z,2.5
20180612T15:30:00Z,1.7
20180612T15:45:00Z,2.2
20180612T16:00:00Z,2.5
20180612T16:15:00Z,3.4
20180612T16:30:00Z,3.2
20180612T16:45:00Z,3.9
20180612T17:00:00Z,3.6
20180612T17:15:00Z,3.8
20180612T17:30:00Z,3.7
20180612T17:45:00Z,4.2
20180612T18:00:00Z,5.2
20180612T18:15:00Z,4.9
20180612T18:30:00Z,6.5
20180612T18:45:00Z,3.9
20180612T19:00:00Z,3.8
20180612T19:15:00Z,3
20180612T19:30:00Z,4.8
20180612T19:45:00Z,2.8
20180612T20:00:00Z,3.8
20180612T20:15:00Z,4.8
20180612T20:30:00Z,5.2
20180612T20:45:00Z,3.8
20180612T21:00:00Z,4.4
20180612T21:15:00Z,2.9
20180612T21:30:00Z,4
20180612T21:45:00Z,4.1
20180612T22:00:00Z,4.4
20180612T22:15:00Z,3.1
20180612T22:30:00Z,4.5
20180612T22:45:00Z,3.1
20180612T23:00:00Z,2.8
20180612T23:15:00Z,3.4
20180612T23:30:00Z,2.5
20180612T23:45:00Z,2.6
20180613T00:00:00Z,2.4
20180613T00:15:00Z,2
20180613T00:30:00Z,2.1
20180613T00:45:00Z,1.7
20180613T01:00:00Z,2.6
20180613T01:15:00Z,1.6
20180613T01:30:00Z,1.8
20180613T01:45:00Z,2.8
20180613T02:00:00Z,2.7
20180613T02:15:00Z,3.4
20180613T02:30:00Z,3.4
20180613T02:45:00Z,3.9
20180613T03:00:00Z,4.1
20180613T03:15:00Z,4.7
20180613T03:30:00Z,4
20180613T03:45:00Z,5.3
20180613T04:00:00Z,5.1
20180613T04:15:00Z,3.9
20180613T04:30:00Z,4.5
20180613T04:45:00Z,6.2
20180613T05:00:00Z,4.7
20180613T05:15:00Z,4.7
20180613T05:30:00Z,5.8
20180613T05:45:00Z,4.4
20180613T06:00:00Z,2.3
20180613T06:15:00Z,2.6
20180613T06:30:00Z,5
20180613T06:45:00Z,7.9
20180613T07:00:00Z,5.2
20180613T07:15:00Z,5.2
20180613T07:30:00Z,4.3
20180613T07:45:00Z,3.6
20180613T08:00:00Z,5.7
20180613T08:15:00Z,4.9
20180613T08:30:00Z,9.2
20180613T08:45:00Z,4.2
20180613T09:00:00Z,5.1
20180613T09:15:00Z,4.9
20180613T09:30:00Z,4
20180613T09:45:00Z,4.9
20180613T10:00:00Z,3.4
20180613T10:15:00Z,2.9
20180613T10:30:00Z,3.7
20180613T10:45:00Z,2.8
20180613T11:00:00Z,3.4
20180613T11:15:00Z,2.8
20180613T11:30:00Z,1.9
20180613T11:45:00Z,1.7
20180613T12:00:00Z,1.9
20180613T12:15:00Z,2.7
20180613T12:30:00Z,2.6
20180613T12:45:00Z,2
20180613T13:00:00Z,1.6
20180613T13:15:00Z,2.9
20180613T13:30:00Z,5.7
20180613T13:45:00Z,2
20180613T14:00:00Z,2.9
20180613T14:15:00Z,1.9
20180613T14:30:00Z,2.6
20180613T14:45:00Z,2.4
20180613T15:00:00Z,2.6
20180613T15:15:00Z,2.1
20180613T15:30:00Z,1.4
20180613T15:45:00Z,1.9
20180613T16:00:00Z,2.9
20180613T16:15:00Z,2.5
20180613T16:30:00Z,2.3
20180613T16:45:00Z,3.2
20180613T17:00:00Z,3.3
20180613T17:15:00Z,4.5
20180613T17:30:00Z,2.7
20180613T17:45:00Z,3.8
20180613T18:00:00Z,4.1
20180613T18:15:00Z,3.9
20180613T18:30:00Z,3.5
20180613T18:45:00Z,2.9
20180613T19:00:00Z,2.5
20180613T19:15:00Z,3.6
20180613T19:30:00Z,3.3
20180613T19:45:00Z,3.4
20180613T20:00:00Z,2.1
20180613T20:15:00Z,3.1
20180613T20:30:00Z,2.8
20180613T20:45:00Z,3.7
20180613T21:00:00Z,2
20180613T21:15:00Z,2.3
20180613T21:30:00Z,3
20180613T21:45:00Z,2.6
20180613T22:00:00Z,3
20180613T22:15:00Z,2.2
20180613T22:30:00Z,2.5
20180613T22:45:00Z,4.4
20180613T23:00:00Z,3.2
20180613T23:15:00Z,2.8
20180613T23:30:00Z,2.5
20180613T23:45:00Z,3
20180614T00:00:00Z,2.4
20180614T00:15:00Z,2.9
20180614T00:30:00Z,2.4
20180614T00:45:00Z,1.5
20180614T01:00:00Z,1.7
20180614T01:15:00Z,1.8
20180614T01:30:00Z,2
20180614T01:45:00Z,1.9
20180614T02:00:00Z,1.7
20180614T02:15:00Z,2.3
20180614T02:30:00Z,2.4
20180614T02:45:00Z,2.4
20180614T03:00:00Z,3.3
20180614T03:15:00Z,2.4
20180614T03:30:00Z,3.6
20180614T03:45:00Z,3
20180614T04:00:00Z,2.4
20180614T04:15:00Z,3.4
20180614T04:30:00Z,2.5
20180614T04:45:00Z,2.5
20180614T05:00:00Z,3.8
20180614T05:15:00Z,2.7
20180614T05:30:00Z,3.9
20180614T05:45:00Z,2.5
20180614T06:00:00Z,3.8
20180614T06:15:00Z,1.8
20180614T06:30:00Z,2
20180614T06:45:00Z,2.7
20180614T07:00:00Z,1.7
20180614T07:15:00Z,2.9
20180614T07:30:00Z,2.9
20180614T07:45:00Z,2.8
20180614T08:00:00Z,2.5
20180614T08:15:00Z,3.4
20180614T08:30:00Z,3.3
20180614T08:45:00Z,3.4
20180614T09:00:00Z,4
20180614T09:15:00Z,3.4
20180614T09:30:00Z,3.8
20180614T09:45:00Z,3.2
20180614T10:00:00Z,3.8
20180614T10:15:00Z,2.7
20180614T10:30:00Z,4
20180614T10:45:00Z,2.6
20180614T11:00:00Z,2.8
20180614T11:15:00Z,1.8
20180614T11:30:00Z,3.7
20180614T11:45:00Z,2.3
20180614T12:00:00Z,1.8
20180614T12:15:00Z,2.2
20180614T12:30:00Z,2.5
20180614T12:45:00Z,2.8
20180614T13:00:00Z,3.1
20180614T13:15:00Z,1.4
20180614T13:30:00Z,1.3
20180614T13:45:00Z,1.3
20180614T14:00:00Z,1.8
20180614T14:15:00Z,3.4
20180614T14:30:00Z,1.6
20180614T14:45:00Z,1.8
20180614T15:00:00Z,1.5
20180614T15:15:00Z,2.2
20180614T15:30:00Z,2.9
20180614T15:45:00Z,1.3
20180614T16:00:00Z,1.9
20180614T16:15:00Z,2
20180614T16:30:00Z,1.8
20180614T16:45:00Z,3.1
20180614T17:00:00Z,1.8
20180614T17:15:00Z,2.1
20180614T17:30:00Z,2.8
20180614T17:45:00Z,2.3
20180614T18:00:00Z,2.8
20180614T18:15:00Z,2.2
20180614T18:30:00Z,2.9
20180614T18:45:00Z,2.3
20180618T19:00:00Z,1.1
20180618T19:15:00Z,0.7
20180618T19:30:00Z,1.1
20180618T19:45:00Z,1.4
20180618T20:00:00Z,1.3
20180618T20:15:00Z,2
20180618T20:30:00Z,1.4
20180618T20:45:00Z,2
20180618T21:00:00Z,2.1
20180618T21:15:00Z,2.4
20180618T21:30:00Z,1.4
20180618T21:45:00Z,2.7
20180618T22:00:00Z,2.5
20180618T22:15:00Z,2.6
20180618T22:30:00Z,2.2
20180618T22:45:00Z,1.6
20180618T23:00:00Z,4.2
20180618T23:15:00Z,3.2
20180618T23:30:00Z,3
20180618T23:45:00Z,2.5
20180619T00:00:00Z,2.4
20180619T00:15:00Z,2.2
20180619T00:30:00Z,1.5
20180619T00:45:00Z,2.5
20180619T01:00:00Z,2.8
20180619T01:15:00Z,2.7
20180619T01:30:00Z,2.6
20180619T01:45:00Z,4.4
20180619T02:00:00Z,3.7
20180619T02:15:00Z,1.5
20180619T02:30:00Z,2.6
20180619T02:45:00Z,2.9
20180619T03:00:00Z,3
20180619T03:15:00Z,2.2
20180619T03:30:00Z,2.3
20180619T03:45:00Z,2.5
20180619T04:00:00Z,2
20180619T04:15:00Z,2.2
20180619T04:30:00Z,2.1
20180619T04:45:00Z,2.1
20180619T05:00:00Z,2.3
20180619T05:15:00Z,2
20180619T05:30:00Z,1.7
20180619T05:45:00Z,1.7
20180619T06:00:00Z,1.7
20180619T06:15:00Z,1.2
20180619T06:30:00Z,1
20180619T06:45:00Z,1.5
20180619T07:00:00Z,1.2
20180619T07:15:00Z,1.6
20180619T07:30:00Z,2
20180619T07:45:00Z,1.6
20180619T08:00:00Z,2
20180619T08:15:00Z,2.5
20180619T08:30:00Z,1.7
20180619T08:45:00Z,2.4
20180619T09:00:00Z,2.5
20180619T09:15:00Z,1.8
20180619T09:30:00Z,2
20180619T09:45:00Z,2.6
20180619T10:00:00Z,1.8
20180619T10:15:00Z,2.3
20180619T10:30:00Z,3.3
20180619T10:45:00Z,2.8
20180619T11:00:00Z,3.4
20180619T11:15:00Z,2.4
20180619T11:30:00Z,2.7
20180619T11:45:00Z,2.2
20180619T12:00:00Z,2.9
20180619T12:15:00Z,3.9
20180619T12:30:00Z,4.4
20180619T12:45:00Z,3
20180619T13:00:00Z,3.3
20180619T13:15:00Z,3.6
20180619T13:30:00Z,2.6
20180619T13:45:00Z,2.6
20180619T14:00:00Z,2.3
20180619T14:15:00Z,2.1
20180619T14:30:00Z,1.8
20180619T14:45:00Z,2
20180619T15:00:00Z,2.4
20180619T15:15:00Z,2.5
20180619T15:30:00Z,1.4
20180619T15:45:00Z,1.9
20180619T16:00:00Z,1.9
20180619T16:15:00Z,1.4
20180619T16:30:00Z,1.5
20180619T16:45:00Z,1.4
20180619T17:00:00Z,1.9
20180619T17:15:00Z,1.6
20180619T17:30:00Z,1.5
20180619T17:45:00Z,1.3
20180619T18:00:00Z,0.7
20180619T18:15:00Z,1.7
20180619T18:30:00Z,2
20180619T18:45:00Z,1.9
20180619T19:00:00Z,1.4
20180619T19:15:00Z,1.2
20180619T19:30:00Z,1.5
20180619T19:45:00Z,1.4
20180619T20:00:00Z,1
20180619T20:15:00Z,1
20180619T20:30:00Z,1.4
20180619T20:45:00Z,1.3
20180619T21:00:00Z,1.4
20180619T21:15:00Z,1.6
20180619T21:30:00Z,1.7
20180619T21:45:00Z,1.7
20180619T22:00:00Z,2.4
20180619T22:15:00Z,1.7
20180619T22:30:00Z,2.3
20180619T22:45:00Z,3.3
20180619T23:00:00Z,3.3
20180619T23:15:00Z,3.1
20180619T23:30:00Z,3.8
20180619T23:45:00Z,4
20180620T00:00:00Z,4.1
20180620T00:15:00Z,6.6
20180620T00:30:00Z,2.7
20180620T00:45:00Z,3.9
20180620T01:00:00Z,4.3
20180620T01:15:00Z,2.1
20180620T01:30:00Z,2.2
20180620T01:45:00Z,4.4
20180620T02:00:00Z,4.4
20180620T02:15:00Z,3.9
20180620T02:30:00Z,5
20180620T02:45:00Z,4.6
20180620T03:00:00Z,4
20180620T03:15:00Z,3
20180620T03:30:00Z,3
20180620T03:45:00Z,4.8
20180620T04:00:00Z,3.5
20180620T04:15:00Z,3.7
20180620T04:30:00Z,3.9
20180620T04:45:00Z,4.1
20180620T06:00:00Z,2.5
20180620T06:15:00Z,2
20180620T06:30:00Z,2.3
20180620T06:45:00Z,2.2
20180620T07:00:00Z,2
20180620T07:15:00Z,1.3
20180620T07:30:00Z,1.7
20180620T07:45:00Z,1.5
20180620T08:00:00Z,1.9
20180620T08:15:00Z,1.8
20180620T08:30:00Z,1.8
20180620T08:45:00Z,2.3
20180620T09:00:00Z,2.5
20180620T09:15:00Z,2
20180620T09:30:00Z,2.7
20180620T09:45:00Z,2.2
20180620T10:00:00Z,2.6
20180620T10:15:00Z,2.4
20180620T10:30:00Z,1.9
20180620T10:45:00Z,1.2
20180620T11:00:00Z,2
20180620T11:15:00Z,3.6
20180620T11:30:00Z,4.7
20180620T11:45:00Z,3.5
20180620T12:00:00Z,4.7
20180620T12:15:00Z,6.6
20180620T12:30:00Z,4.5
20180620T12:45:00Z,2.7
20180620T13:00:00Z,2.7
20180620T13:15:00Z,4.8
20180620T13:30:00Z,4.8
20180620T13:45:00Z,5.1
20180620T14:00:00Z,6.6
20180620T14:15:00Z,2.8
20180620T14:30:00Z,3
20180620T14:45:00Z,4.2
20180620T15:00:00Z,3.2
20180620T15:15:00Z,2.7
20180620T15:30:00Z,2.3
20180620T15:45:00Z,2.5
20180620T16:00:00Z,1.6
20180620T16:15:00Z,2.5
20180620T16:30:00Z,1.9
20180620T16:45:00Z,1.1
20180620T17:00:00Z,2.3
20180620T17:15:00Z,1.6
20180620T17:30:00Z,1.6
20180620T17:45:00Z,1.1
20180620T18:00:00Z,1.5
20180620T18:15:00Z,2.1
20180620T18:30:00Z,2.2
20180620T18:45:00Z,2.2
20180620T19:00:00Z,1.3
20180620T19:15:00Z,1.4
20180620T19:30:00Z,0.6
20180620T19:45:00Z,1.5
20180620T20:00:00Z,1.1
20180620T20:15:00Z,0.9
20180620T20:30:00Z,1.3
20180620T20:45:00Z,1.6
20180620T21:00:00Z,2
20180620T21:15:00Z,1.8
20180620T21:30:00Z,1.8
20180620T21:45:00Z,1.1
20180620T22:00:00Z,2
20180620T22:15:00Z,2.5
20180620T22:30:00Z,2.9
20180620T22:45:00Z,2.9
20180620T23:00:00Z,2.3
20180620T23:15:00Z,3.3
20180620T23:30:00Z,3
20180620T23:45:00Z,3.5
20180621T00:00:00Z,3.1
20180621T00:15:00Z,5.6
20180621T00:30:00Z,5.2
20180621T00:45:00Z,7.3
20180621T01:00:00Z,7.6
20180621T01:15:00Z,5.4
20180621T01:30:00Z,6.3
20180621T01:45:00Z,6.3
20180621T02:00:00Z,5
20180621T02:15:00Z,4.9
20180621T02:30:00Z,6.9
20180621T02:45:00Z,6.8
20180621T03:00:00Z,8
20180621T03:15:00Z,6.7
20180621T03:30:00Z,7.1
20180621T03:45:00Z,6.1
20180621T04:00:00Z,7.4
20180621T04:15:00Z,5
20180621T04:30:00Z,6.2
20180621T04:45:00Z,5.8
20180621T05:00:00Z,6.3
20180621T05:15:00Z,6
20180621T05:30:00Z,5.1
20180621T05:45:00Z,5.2
20180621T06:00:00Z,5
20180621T06:15:00Z,4.9
20180621T06:30:00Z,3.1
20180621T06:45:00Z,3
20180621T07:00:00Z,2.9
20180621T07:15:00Z,2.9
20180621T07:30:00Z,2.8
20180621T07:45:00Z,2.3
20180621T08:00:00Z,2.5
20180621T08:15:00Z,1.9
20180621T08:30:00Z,2.1
20180621T08:45:00Z,2.1
20180621T09:00:00Z,1.9
20180621T09:15:00Z,0.8
20180621T09:30:00Z,2.4
20180621T09:45:00Z,0.9
20180621T10:00:00Z,1.3
20180621T10:15:00Z,2.3
20180621T10:30:00Z,2
20180621T10:45:00Z,2.3
20180621T11:00:00Z,1.8
20180621T11:15:00Z,1.9
20180621T11:30:00Z,2.7
20180621T11:45:00Z,1.7
20180621T12:00:00Z,2.8
20180621T12:15:00Z,3.1
20180621T12:30:00Z,2.5
20180621T12:45:00Z,2.4
20180621T13:00:00Z,2.8
20180621T13:15:00Z,2.9
20180621T13:30:00Z,1.8
20180621T13:45:00Z,2.3
20180621T14:00:00Z,1.7
20180621T14:15:00Z,1.6
20180621T14:30:00Z,1.8
20180621T14:45:00Z,2
20180621T15:00:00Z,2.3
20180621T15:15:00Z,2.7
20180621T15:30:00Z,2.7
20180621T15:45:00Z,2.8
20180621T16:00:00Z,2.8
20180621T16:15:00Z,3.3
20180621T16:30:00Z,4
20180621T16:45:00Z,3.9
20180621T17:00:00Z,2.7
20180621T17:15:00Z,3.2
20180621T17:30:00Z,3.3
20180621T17:45:00Z,2.4
20180621T18:00:00Z,2.6
20180621T18:15:00Z,1.7
20180621T18:30:00Z,2.4
20180621T18:45:00Z,2.5
20180621T19:00:00Z,2.4
20180621T19:15:00Z,1.3
20180621T19:30:00Z,1.5
20180621T19:45:00Z,1.9
20180621T20:00:00Z,1.8
20180621T20:15:00Z,1.5
20180621T20:30:00Z,1.3
20180621T20:45:00Z,1.7
20180621T21:00:00Z,1
20180621T21:15:00Z,1.7
20180621T21:30:00Z,1.3
