time,chlorophyll
20180329T00:00:00Z,7.2
20180329T00:15:00Z,7
20180329T00:30:00Z,7.5
20180329T00:45:00Z,7.4
20180329T01:00:00Z,6.4
20180329T01:15:00Z,6.7
20180329T01:30:00Z,6.1
20180329T01:45:00Z,6.9
20180329T02:00:00Z,6.6
20180329T02:15:00Z,6.1
20180329T02:30:00Z,6
20180329T02:45:00Z,5.8
20180329T03:00:00Z,5.8
20180329T03:15:00Z,6.1
20180329T03:30:00Z,6.3
20180329T03:45:00Z,6.5
20180329T04:00:00Z,5.5
20180329T04:15:00Z,5.2
20180329T04:30:00Z,4.9
20180329T04:45:00Z,5.5
20180329T05:00:00Z,6.2
20180329T05:15:00Z,7.4
20180329T05:30:00Z,6.4
20180329T05:45:00Z,6.1
20180329T06:00:00Z,6.2
20180329T06:15:00Z,6.8
20180329T06:30:00Z,7.3
20180329T06:45:00Z,6.7
20180329T07:00:00Z,7
20180329T07:15:00Z,7.4
20180329T07:30:00Z,7.4
20180329T07:45:00Z,7.3
20180329T08:00:00Z,7.6
20180329T08:15:00Z,6.7
20180329T08:30:00Z,6.8
20180329T08:45:00Z,6.5
20180329T09:00:00Z,6
20180329T09:15:00Z,7.1
20180329T09:30:00Z,5.9
20180329T09:45:00Z,6.9
20180329T10:00:00Z,7
20180329T10:15:00Z,6.7
20180329T10:30:00Z,6.3
20180329T10:45:00Z,6.3
20180329T11:00:00Z,6.1
20180329T11:15:00Z,6.8
20180329T11:30:00Z,6.4
20180329T11:45:00Z,6.5
20180329T12:00:00Z,5.2
20180329T12:15:00Z,6.1
20180329T12:30:00Z,6.3
20180329T12:45:00Z,6.1
20180329T13:00:00Z,4
20180329T13:15:00Z,6.7
20180329T13:30:00Z,5.8
20180329T13:45:00Z,5.7
20180329T14:00:00Z,5.9
20180329T14:15:00Z,5.2
20180329T14:30:00Z,5.9
20180329T14:45:00Z,6.1
20180329T15:00:00Z,5.5
20180329T15:15:00Z,5
20180329T15:30:00Z,5.6
20180329T15:45:00Z,5.7
20180329T16:00:00Z,5.2
20180329T16:15:00Z,6.7
20180329T16:30:00Z,5.9
20180329T16:45:00Z,7.5
20180329T17:00:00Z,5.5
20180329T17:15:00Z,8.2
20180329T17:30:00Z,8.9
20180329T17:45:00Z,8.7
20180329T18:00:00Z,7.9
20180329T18:15:00Z,7.5
20180329T18:30:00Z,7.7
20180329T18:45:00Z,7.6
20180329T19:00:00Z,6.9
20180329T19:15:00Z,7.5
20180329T19:30:00Z,7.6
20180329T19:45:00Z,8.3
20180329T20:00:00Z,7.1
20180329T20:15:00Z,7.3
20180329T20:30:00Z,6.8
20180329T20:45:00Z,7.2
20180329T21:00:00Z,7.7
20180329T21:15:00Z,7
20180329T21:30:00Z,7.6
20180329T21:45:00Z,7.5
20180329T22:00:00Z,7.9
20180329T22:15:00Z,7.1
20180329T22:30:00Z,7
20180329T22:45:00Z,8
20180329T23:00:00Z,6.9
20180329T23:15:00Z,6.5
20180329T23:30:00Z,6.6
20180329T23:45:00Z,7.5
20180330T00:00:00Z,7.4
20180330T00:15:00Z,6.9
20180330T00:30:00Z,7.2
20180330T00:45:00Z,7.1
20180330T01:00:00Z,7.1
20180330T01:15:00Z,6.3
20180330T01:30:00Z,6.8
20180330T01:45:00Z,6.9
20180330T02:00:00Z,6.8
20180330T02:15:00Z,6.1
20180330T02:30:00Z,6.7
20180330T02:45:00Z,6.5
20180330T03:00:00Z,6.9
20180330T03:15:00Z,7.4
20180330T03:30:00Z,6.7
20180330T03:45:00Z,6.3
20180330T04:00:00Z,6.3
20180330T04:15:00Z,6.9
20180330T04:30:00Z,6.1
20180330T04:45:00Z,6.6
20180330T07:15:00Z,6.8
20180330T07:30:00Z,7.1
20180330T07:45:00Z,7.9
20180330T08:00:00Z,8.6
20180330T08:15:00Z,8.5
20180330T08:30:00Z,7.7
20180330T08:45:00Z,6.7
20180330T09:00:00Z,6.4
20180330T09:15:00Z,6.8
20180330T09:30:00Z,8.4
20180330T09:45:00Z,8.1
20180330T10:00:00Z,7.1
20180330T10:15:00Z,7.5
20180330T10:30:00Z,8.2
20180330T10:45:00Z,8.5
20180330T11:00:00Z,8
20180330T11:15:00Z,8.9
20180330T11:30:00Z,7.6
20180330T11:45:00Z,7.9
20180330T12:00:00Z,7.7
20180330T12:15:00Z,7.4
20180330T12:30:00Z,7.5
20180330T12:45:00Z,8.1
20180330T13:00:00Z,6.8
20180330T13:15:00Z,7.2
20180330T13:30:00Z,7
20180330T13:45:00Z,7.4
20180330T14:00:00Z,6.9
20180330T14:15:00Z,7
20180330T14:30:00Z,6.3
20180330T14:45:00Z,6.7
20180330T15:00:00Z,6.9
20180330T15:15:00Z,7
20180330T15:30:00Z,6.4
20180330T15:45:00Z,6.6
20180330T16:00:00Z,6.6
20180330T16:15:00Z,6.2
20180330T16:30:00Z,5.9
20180330T16:45:00Z,6.6
20180330T17:00:00Z,6.5
20180330T17:15:00Z,7.5
20180330T17:30:00Z,6.9
20180330T17:45:00Z,5.6
20180330T18:00:00Z,6.8
20180330T18:15:00Z,5.3
20180330T18:30:00Z,7.1
20180330T18:45:00Z,5.1
20180330T19:00:00Z,6.2
20180330T19:15:00Z,6.8
20180330T19:30:00Z,7
20180330T19:45:00Z,6.3
20180330T20:00:00Z,6.7
20180330T20:15:00Z,6.9
20180330T20:30:00Z,7.1
20180330T20:45:00Z,6.8
20180330T21:00:00Z,6.5
20180330T21:15:00Z,6.1
20180330T21:30:00Z,6.1
20180330T21:45:00Z,6.3
20180330T22:00:00Z,7.3
20180330T22:15:00Z,7
20180330T22:30:00Z,6
20180330T22:45:00Z,6.6
20180330T23:00:00Z,7
20180330T23:15:00Z,10.5
20180330T23:30:00Z,6.5
20180330T23:45:00Z,7.1
20180331T00:00:00Z,7.3
20180331T00:15:00Z,6.6
20180331T00:30:00Z,6.5
20180331T00:45:00Z,6.4
20180331T01:00:00Z,6.7
20180331T01:15:00Z,6.4
20180331T01:30:00Z,6.6
20180331T01:45:00Z,6.3
20180331T02:00:00Z,6.7
20180331T02:15:00Z,4.4
20180331T02:30:00Z,6.3
20180331T02:45:00Z,6.3
20180331T03:00:00Z,5.5
20180331T03:15:00Z,6.1
20180331T03:30:00Z,5.6
20180331T03:45:00Z,6.4
20180331T04:00:00Z,6.2
20180331T04:15:00Z,5.8
20180331T04:30:00Z,4.9
20180331T04:45:00Z,5.8
20180331T05:00:00Z,6.3
20180331T05:15:00Z,5.4
20180331T05:30:00Z,6
20180331T05:45:00Z,5.5
20180331T06:00:00Z,5.9
20180331T06:15:00Z,6.8
20180331T06:30:00Z,6.2
20180331T06:45:00Z,5.1
20180331T07:00:00Z,5.7
20180331T07:15:00Z,8.8
20180331T07:30:00Z,7.7
20180331T07:45:00Z,6.9
20180331T08:00:00Z,8.7
20180331T08:15:00Z,8.7
20180331T08:30:00Z,10.4
20180331T08:45:00Z,11.5
20180331T09:00:00Z,12
20180331T09:15:00Z,13.7
20180331T09:30:00Z,14.5
20180331T09:45:00Z,13.9
20180331T10:00:00Z,13.2
20180331T10:15:00Z,15.1
20180331T10:30:00Z,12.4
20180331T10:45:00Z,13.5
20180331T12:15:00Z,11.2
20180331T12:30:00Z,10.2
20180331T12:45:00Z,11.2
20180331T13:00:00Z,12.8
20180331T13:15:00Z,10.2
20180331T13:30:00Z,10
20180331T13:45:00Z,10.5
20180331T14:00:00Z,11.3
20180331T14:15:00Z,13.5
20180331T14:30:00Z,12.2
20180331T14:45:00Z,10.3
20180331T15:00:00Z,9.7
20180331T15:15:00Z,8.6
20180331T15:30:00Z,8.7
20180331T15:45:00Z,11.7
20180331T16:00:00Z,12
20180331T16:15:00Z,9.9
20180331T16:30:00Z,10.5
20180331T16:45:00Z,7.2
20180331T17:00:00Z,9.2
20180331T17:15:00Z,9.6
20180331T17:30:00Z,64.3
20180331T17:45:00Z,7.3
20180331T18:00:00Z,8
20180331T18:15:00Z,7.3
20180331T18:30:00Z,12.4
20180331T18:45:00Z,7.1
20180331T19:00:00Z,30.2
20180331T19:15:00Z,7.9
20180331T19:30:00Z,10.8
20180331T19:45:00Z,7.3
20180331T20:00:00Z,8
20180331T20:15:00Z,8
20180331T20:30:00Z,6.7
20180331T20:45:00Z,10.2
20180331T21:00:00Z,7
20180331T21:15:00Z,7.3
20180331T21:30:00Z,13.1
20180331T21:45:00Z,8.7
20180331T22:00:00Z,8.4
20180331T22:15:00Z,6.6
20180331T22:30:00Z,7.6
20180331T22:45:00Z,6.9
20180331T23:00:00Z,10.6
20180331T23:15:00Z,15.1
20180331T23:30:00Z,8.1
20180331T23:45:00Z,9.8
20180401T00:00:00Z,11.4
20180401T00:15:00Z,33.3
20180401T00:30:00Z,8.4
20180401T00:45:00Z,8.3
20180401T01:00:00Z,60.5
20180401T01:15:00Z,9.1
20180401T01:30:00Z,9.4
20180401T01:45:00Z,5.8
20180401T02:00:00Z,7
20180401T02:15:00Z,8.7
20180401T02:30:00Z,6.7
20180401T02:45:00Z,7.6
20180401T03:00:00Z,7.1
20180401T03:15:00Z,8.1
20180401T03:30:00Z,6.4
20180401T03:45:00Z,12.5
20180401T04:00:00Z,11.7
20180401T04:15:00Z,10.7
20180401T04:30:00Z,11.8
20180401T04:45:00Z,11.7
20180401T05:00:00Z,11.5
20180401T05:15:00Z,10.1
20180401T05:30:00Z,12.2
20180401T05:45:00Z,11.6
20180401T06:00:00Z,11.1
20180401T06:15:00Z,11.5
20180401T06:30:00Z,11.3
20180401T06:45:00Z,9.5
20180401T07:00:00Z,10.5
20180401T07:15:00Z,9.7
20180401T07:30:00Z,11.1
20180401T07:45:00Z,11
20180401T08:00:00Z,11.3
20180401T08:15:00Z,11.2
20180401T08:30:00Z,11.5
20180401T08:45:00Z,12.4
20180401T09:00:00Z,12.2
20180401T09:15:00Z,12.9
20180401T09:30:00Z,12.3
20180401T09:45:00Z,12
20180401T11:15:00Z,13.3
20180401T11:30:00Z,14.5
20180401T11:45:00Z,13.6
20180401T12:00:00Z,15.9
20180401T12:15:00Z,15.4
20180401T12:30:00Z,13.5
20180401T12:45:00Z,10.5
20180401T14:00:00Z,10.3
20180401T14:15:00Z,10.1
20180401T14:30:00Z,10.3
20180401T14:45:00Z,12.3
20180401T15:00:00Z,11.3
20180401T15:15:00Z,10.8
20180401T15:30:00Z,12.6
20180401T15:45:00Z,10.1
20180401T16:00:00Z,9.5
20180401T16:15:00Z,12
20180401T16:30:00Z,11.7
20180401T16:45:00Z,11.3
20180401T17:00:00Z,11.2
20180401T17:15:00Z,11.6
20180401T17:30:00Z,10.5
20180401T17:45:00Z,9.9
20180401T18:00:00Z,10.9
20180401T18:15:00Z,11
20180401T18:30:00Z,10
20180401T18:45:00Z,11.4
20180401T19:00:00Z,11.3
20180401T19:15:00Z,11.3
20180401T19:30:00Z,10.8
20180401T19:45:00Z,10.2
20180401T20:00:00Z,10.2
20180401T20:15:00Z,10.6
20180401T20:30:00Z,10.6
20180401T20:45:00Z,9.2
20180401T21:00:00Z,11.9
20180401T21:15:00Z,10.2
20180401T21:30:00Z,9.1
20180401T21:45:00Z,11.1
20180401T22:00:00Z,11.5
20180401T22:15:00Z,9.6
20180401T22:30:00Z,11.6
20180401T22:45:00Z,9.4
20180401T23:00:00Z,9.8
20180401T23:15:00Z,9.7
20180401T23:30:00Z,11.3
20180401T23:45:00Z,10
20180402T00:00:00Z,11
20180402T00:15:00Z,10.1
20180402T00:30:00Z,9.6
20180402T00:45:00Z,10.1
20180402T01:00:00Z,9.6
20180402T01:15:00Z,10.1
20180402T01:30:00Z,9.6
20180402T01:45:00Z,9.1
20180402T02:00:00Z,6.6
20180402T02:15:00Z,4.6
20180402T02:30:00Z,5.5
20180402T02:45:00Z,14.4
20180402T03:00:00Z,5.3
20180402T03:15:00Z,5.3
20180402T03:30:00Z,6.1
20180402T03:45:00Z,6.1
20180402T04:00:00Z,7.1
20180402T04:15:00Z,6.3
20180402T04:30:00Z,5.3
20180402T04:45:00Z,6
20180402T06:00:00Z,10.4
20180402T06:15:00Z,13.3
20180402T06:30:00Z,11
20180402T06:45:00Z,10.8
20180402T07:00:00Z,5.4
20180402T07:15:00Z,10.4
20180402T07:30:00Z,8
20180402T07:45:00Z,10.7
20180402T09:00:00Z,12
20180402T09:15:00Z,7.3
20180402T09:30:00Z,7.3
20180402T09:45:00Z,7.8
20180402T12:00:00Z,12.5
20180402T12:15:00Z,57.6
20180402T12:30:00Z,15.8
20180402T12:45:00Z,8.1
20180402T14:00:00Z,11.9
20180402T14:15:00Z,15
20180402T14:30:00Z,38.7
20180402T14:45:00Z,11
20180402T16:00:00Z,6.6
20180402T16:15:00Z,10.6
20180402T16:30:00Z,11.4
20180402T16:45:00Z,9.6
20180402T17:00:00Z,12.1
20180402T17:15:00Z,9.8
20180402T17:30:00Z,9.8
20180402T17:45:00Z,9.7
20180402T19:00:00Z,9.6
20180402T19:15:00Z,10.2
20180402T19:30:00Z,8.6
20180402T19:45:00Z,8.2
20180402T20:00:00Z,8.3
20180402T20:15:00Z,10
20180402T20:30:00Z,9.7
20180402T20:45:00Z,9.9
20180402T21:00:00Z,10.1
20180402T21:15:00Z,10.2
20180402T21:30:00Z,9.8
20180402T21:45:00Z,6.1
20180402T22:00:00Z,6.9
20180402T22:15:00Z,6.5
20180402T22:30:00Z,7.9
20180402T22:45:00Z,5.6
20180402T23:00:00Z,7.4
20180402T23:15:00Z,7
20180402T23:30:00Z,6.5
20180402T23:45:00Z,6.7
20180403T00:00:00Z,6.6
20180403T00:15:00Z,7.2
20180403T00:30:00Z,7.1
20180403T00:45:00Z,5.9
20180403T01:00:00Z,6.1
20180403T01:15:00Z,6.7
20180403T01:30:00Z,6.4
20180403T01:45:00Z,6.6
20180403T02:00:00Z,5.7
20180403T02:15:00Z,5.6
20180403T02:30:00Z,6.6
20180403T02:45:00Z,6.7
20180403T03:00:00Z,6
20180403T03:15:00Z,6.4
20180403T03:30:00Z,6.2
20180403T03:45:00Z,5.6
20180403T04:00:00Z,6.1
20180403T04:15:00Z,6.4
20180403T04:30:00Z,6.9
20180403T04:45:00Z,6
20180403T05:00:00Z,6.2
20180403T05:15:00Z,5.4
20180403T05:30:00Z,6.6
20180403T05:45:00Z,6.8
20180403T06:00:00Z,6.7
20180403T06:15:00Z,6.5
20180403T06:30:00Z,6.6
20180403T06:45:00Z,6.7
20180403T07:00:00Z,7.2
20180403T07:15:00Z,6.9
20180403T07:30:00Z,6.7
20180403T07:45:00Z,6.3
20180403T08:00:00Z,6.1
20180403T08:15:00Z,6.3
20180403T08:30:00Z,6.1
20180403T08:45:00Z,5.7
20180403T09:00:00Z,6.3
20180403T09:15:00Z,5.1
20180403T09:30:00Z,5.4
20180403T09:45:00Z,6.7
20180403T10:00:00Z,5.2
20180403T10:15:00Z,5.4
20180403T10:30:00Z,6.4
20180403T10:45:00Z,5.8
20180403T12:00:00Z,6.7
20180403T12:15:00Z,6.7
20180403T12:30:00Z,6.5
20180403T12:45:00Z,6.2
20180403T14:00:00Z,5.8
20180403T14:15:00Z,6.3
20180403T14:30:00Z,5.4
20180403T14:45:00Z,5.5
20180403T17:00:00Z,8.2
20180403T17:15:00Z,5.9
20180403T17:30:00Z,5.7
20180403T17:45:00Z,5.9
20180403T18:00:00Z,5.5
20180403T18:15:00Z,5.9
20180403T18:30:00Z,8.5
20180403T18:45:00Z,8.6
20180403T21:00:00Z,4.9
20180403T21:15:00Z,6.5
20180403T21:30:00Z,6.3
20180403T21:45:00Z,5.8
20180403T22:00:00Z,NA
20180403T22:15:00Z,NA
20180403T22:30:00Z,3.5
20180403T22:45:00Z,2.9
20180403T23:00:00Z,3.3
20180403T23:15:00Z,3.1
20180403T23:30:00Z,4
20180403T23:45:00Z,3.2
20180404T00:00:00Z,3
20180404T00:15:00Z,3.3
20180404T00:30:00Z,3.6
20180404T00:45:00Z,3.7
20180404T01:00:00Z,3.7
20180404T01:15:00Z,3.6
20180404T01:30:00Z,3.4
20180404T01:45:00Z,3.3
20180404T02:00:00Z,3.8
20180404T02:15:00Z,3.6
20180404T02:30:00Z,2.8
20180404T02:45:00Z,3.2
20180404T03:00:00Z,2.9
20180404T03:15:00Z,3.5
20180404T03:30:00Z,2
20180404T03:45:00Z,2.5
20180404T04:00:00Z,3.1
20180404T04:15:00Z,2.9
20180404T04:30:00Z,3.4
20180404T04:45:00Z,3.1
20180404T05:00:00Z,4.3
20180404T05:15:00Z,3
20180404T05:30:00Z,3
20180404T05:45:00Z,3.7
20180404T06:00:00Z,2.4
20180404T06:15:00Z,4.1
20180404T06:30:00Z,4.6
20180404T06:45:00Z,4.9
20180404T07:00:00Z,4.3
20180404T07:15:00Z,5.3
20180404T07:30:00Z,4.2
20180404T07:45:00Z,5
20180404T09:00:00Z,2.4
20180404T09:15:00Z,3.2
20180404T09:30:00Z,3.1
20180404T09:45:00Z,1.3
20180404T10:00:00Z,2.8
20180404T10:15:00Z,2.3
20180404T10:30:00Z,2.4
20180404T10:45:00Z,3.7
20180404T11:00:00Z,3.5
20180404T11:15:00Z,3.4
20180404T11:30:00Z,3.1
20180404T11:45:00Z,3.7
20180404T12:00:00Z,2.7
20180404T12:15:00Z,3
20180404T12:30:00Z,3.7
20180404T12:45:00Z,3.2
20180404T13:00:00Z,3.8
20180404T13:15:00Z,3.2
20180404T13:30:00Z,3.6
20180404T13:45:00Z,3.5
20180404T14:00:00Z,2.9
20180404T14:15:00Z,3.3
20180404T14:30:00Z,3
20180404T14:45:00Z,2.4
20180404T15:00:00Z,3
20180404T15:15:00Z,3.5
20180404T15:30:00Z,3.5
20180404T15:45:00Z,3.1
20180404T16:00:00Z,3.6
20180404T16:15:00Z,2.7
20180404T16:30:00Z,2
20180404T16:45:00Z,2.6
20180404T17:00:00Z,2.9
20180404T17:15:00Z,2.2
20180404T17:30:00Z,2.2
20180404T17:45:00Z,2.7
20180404T18:00:00Z,1.5
20180404T18:15:00Z,2.5
20180404T18:30:00Z,3.4
20180404T18:45:00Z,2.6
20180404T19:00:00Z,2
20180404T19:15:00Z,2.8
20180404T19:30:00Z,2.8
20180404T19:45:00Z,2.6
20180404T20:00:00Z,2.4
20180404T20:15:00Z,3.8
20180404T20:30:00Z,2.3
20180404T20:45:00Z,1.6
20180404T21:00:00Z,2.8
20180404T21:15:00Z,2.8
20180404T21:30:00Z,2.1
20180404T21:45:00Z,1.7
20180404T22:00:00Z,3.1
20180404T22:15:00Z,3.1
20180404T22:30:00Z,3.3
20180404T22:45:00Z,1.9
20180404T23:00:00Z,3.1
20180404T23:15:00Z,4.2
20180404T23:30:00Z,2.2
20180404T23:45:00Z,2.5
20180405T00:00:00Z,3.2
20180405T00:15:00Z,2.8
20180405T00:30:00Z,3.4
20180405T00:45:00Z,2.3
20180405T01:00:00Z,3.4
20180405T01:15:00Z,3.3
20180405T01:30:00Z,3.3
20180405T01:45:00Z,3.8
20180405T02:00:00Z,2.6
20180405T02:15:00Z,2.4
20180405T02:30:00Z,3
20180405T02:45:00Z,4
20180405T03:00:00Z,3.4
20180405T03:15:00Z,3.4
20180405T03:30:00Z,3.6
20180405T03:45:00Z,2.2
20180405T04:00:00Z,2.7
20180405T04:15:00Z,2.8
20180405T04:30:00Z,3.4
20180405T04:45:00Z,2.4
20180405T05:00:00Z,4
20180405T05:15:00Z,2.4
20180405T05:30:00Z,2.4
20180405T05:45:00Z,2.3
20180405T06:00:00Z,3.3
20180405T06:15:00Z,3.2
20180405T06:30:00Z,1.8
20180405T06:45:00Z,2.5
20180405T07:00:00Z,2.3
20180405T07:15:00Z,3
20180405T07:30:00Z,3.1
20180405T07:45:00Z,3.8
20180405T08:00:00Z,3.4
20180405T08:15:00Z,4.5
20180405T08:30:00Z,4.1
20180405T08:45:00Z,7.3
20180405T09:00:00Z,5.9
20180405T09:15:00Z,7.1
20180405T09:30:00Z,6.5
20180405T09:45:00Z,4.9
20180405T10:00:00Z,5.7
20180405T10:15:00Z,4.7
20180405T10:30:00Z,3.9
20180405T10:45:00Z,8.3
20180405T11:00:00Z,6.3
20180405T11:15:00Z,7.9
20180405T11:30:00Z,6.6
20180405T11:45:00Z,6.7
20180405T12:00:00Z,4.7
20180405T12:15:00Z,5.8
20180405T12:30:00Z,5
20180405T12:45:00Z,7.4
20180405T15:00:00Z,2.1
20180405T15:15:00Z,2.4
20180405T15:30:00Z,3.2
20180405T15:45:00Z,2.6
20180405T16:00:00Z,2.5
20180405T16:15:00Z,2.5
20180405T16:30:00Z,3
20180405T16:45:00Z,2.3
20180405T17:00:00Z,3.5
20180405T17:15:00Z,1.4
20180405T17:30:00Z,2.7
20180405T17:45:00Z,2.8
20180405T18:00:00Z,2.5
20180405T18:15:00Z,3.1
20180405T18:30:00Z,2.4
20180405T18:45:00Z,2.3
20180405T19:00:00Z,3
20180405T19:15:00Z,2.4
20180405T19:30:00Z,3.5
20180405T19:45:00Z,2.6
20180405T20:00:00Z,2.8
20180405T20:15:00Z,2.1
20180405T20:30:00Z,2.9
20180405T20:45:00Z,2.5
20180405T21:00:00Z,3.9
20180405T21:15:00Z,3.7
20180405T21:30:00Z,2.9
20180405T21:45:00Z,3.8
20180405T22:00:00Z,4.5
20180405T22:15:00Z,6.3
20180405T22:30:00Z,8
20180405T22:45:00Z,5.5
20180405T23:00:00Z,5.2
20180405T23:15:00Z,6.6
20180405T23:30:00Z,3.1
20180405T23:45:00Z,5.9
20180406T00:00:00Z,9.5
20180406T00:15:00Z,9.4
20180406T00:30:00Z,12.6
20180406T00:45:00Z,8.5
20180406T01:00:00Z,7.6
20180406T01:15:00Z,7.9
20180406T01:30:00Z,5.2
20180406T01:45:00Z,7.1
20180406T02:00:00Z,7.8
20180406T02:15:00Z,7.5
20180406T02:30:00Z,5.6
20180406T02:45:00Z,5.4
20180406T03:00:00Z,6.2
20180406T03:15:00Z,4.9
20180406T03:30:00Z,4.4
20180406T03:45:00Z,3
20180406T04:00:00Z,3.9
20180406T04:15:00Z,2.4
20180406T04:30:00Z,3.4
20180406T04:45:00Z,3
20180406T05:00:00Z,2.5
20180406T05:15:00Z,2.5
20180406T05:30:00Z,2.4
20180406T05:45:00Z,3.1
20180406T06:00:00Z,2.7
20180406T06:15:00Z,2.6
20180406T06:30:00Z,2.4
20180406T06:45:00Z,2.7
20180406T07:00:00Z,4.2
20180406T07:15:00Z,5.6
20180406T07:30:00Z,3.4
20180406T07:45:00Z,3.7
20180406T08:00:00Z,4.6
20180406T08:15:00Z,4.4
20180406T08:30:00Z,4.4
20180406T08:45:00Z,6
20180406T09:00:00Z,5.6
20180406T09:15:00Z,5.8
20180406T09:30:00Z,5.2
20180406T09:45:00Z,5.3
20180406T10:00:00Z,5.5
20180406T10:15:00Z,4.7
20180406T10:30:00Z,4.8
20180406T10:45:00Z,3.3
20180406T11:00:00Z,5.8
20180406T11:15:00Z,5.7
20180406T11:30:00Z,5.3
20180406T11:45:00Z,8.7
20180406T12:00:00Z,9.4
20180406T12:15:00Z,8.4
20180406T12:30:00Z,7.5
20180406T12:45:00Z,9.2
20180406T13:00:00Z,7.3
20180406T13:15:00Z,6.5
20180406T13:30:00Z,4.9
20180406T13:45:00Z,7
20180406T14:00:00Z,4.1
20180406T14:15:00Z,4
20180406T14:30:00Z,3.7
20180406T14:45:00Z,3.7
20180406T15:00:00Z,2
20180406T15:15:00Z,2.8
20180406T15:30:00Z,2.5
20180406T15:45:00Z,2
20180406T16:00:00Z,2.7
20180406T16:15:00Z,2.5
20180406T16:30:00Z,2.6
20180406T16:45:00Z,2.5
20180406T17:00:00Z,2
20180406T17:15:00Z,2.4
20180406T17:30:00Z,2
20180406T17:45:00Z,1.5
20180406T18:00:00Z,0.8
20180406T18:15:00Z,1.8
20180406T18:30:00Z,2
20180406T18:45:00Z,1.8
20180406T19:00:00Z,1.9
20180406T19:15:00Z,3.1
20180406T19:30:00Z,1.9
20180406T19:45:00Z,1.7
20180406T20:00:00Z,1.3
20180406T20:15:00Z,2.4
20180406T20:30:00Z,1.3
20180406T20:45:00Z,2.4
20180406T21:00:00Z,2
20180406T21:15:00Z,1.8
20180406T21:30:00Z,3.8
20180406T21:45:00Z,3.4
20180406T22:00:00Z,3.7
20180406T22:15:00Z,4.6
20180406T22:30:00Z,3.3
20180406T22:45:00Z,3.5
20180407T00:15:00Z,9
20180407T00:30:00Z,7.7
20180407T00:45:00Z,9.3
20180407T01:00:00Z,6.9
20180407T01:15:00Z,6.5
20180407T01:30:00Z,8.3
20180407T01:45:00Z,6.2
20180407T02:00:00Z,6.6
20180407T02:15:00Z,7.2
20180407T02:30:00Z,8.1
20180407T02:45:00Z,6.2
20180407T03:00:00Z,4.9
20180407T03:15:00Z,5
20180407T03:30:00Z,4.4
20180407T03:45:00Z,4.6
20180407T04:00:00Z,2.4
20180407T04:15:00Z,3.2
20180407T04:30:00Z,3.3
20180407T04:45:00Z,3.8
20180407T05:00:00Z,3.3
20180407T05:15:00Z,2.8
20180407T05:30:00Z,2.7
20180407T05:45:00Z,1.9
20180407T07:00:00Z,3
20180407T07:15:00Z,2.4
20180407T07:30:00Z,3.3
20180407T07:45:00Z,2.7
20180407T09:00:00Z,8
20180407T09:15:00Z,5.6
20180407T09:30:00Z,5.3
20180407T09:45:00Z,6
20180407T10:00:00Z,6.4
20180407T10:15:00Z,5.5
20180407T10:30:00Z,5.8
20180407T10:45:00Z,4.9
20180407T11:00:00Z,6.4
20180407T11:15:00Z,5.9
20180407T11:30:00Z,5
20180407T11:45:00Z,5.5
20180407T12:00:00Z,4.1
20180407T12:15:00Z,4.4
20180407T12:30:00Z,4.4
20180407T12:45:00Z,4.7
20180407T13:00:00Z,3.8
20180407T13:15:00Z,3.6
20180407T13:30:00Z,3.6
20180407T13:45:00Z,3.5
20180407T14:00:00Z,4.8
20180407T14:15:00Z,4.6
20180407T14:30:00Z,3.3
20180407T14:45:00Z,3.4
20180407T15:00:00Z,4.1
20180407T15:15:00Z,3.6
20180407T15:30:00Z,3.6
20180407T15:45:00Z,3.6
20180407T16:00:00Z,2.5
20180407T16:15:00Z,3.1
20180407T16:30:00Z,3
20180407T16:45:00Z,2.9
20180407T17:00:00Z,3.2
20180407T17:15:00Z,2.9
20180407T17:30:00Z,3.5
20180407T17:45:00Z,2.7
20180407T18:00:00Z,2.6
20180407T18:15:00Z,2.2
20180407T18:30:00Z,3.4
20180407T18:45:00Z,2.6
20180407T19:00:00Z,3.8
20180407T19:15:00Z,2.7
20180407T19:30:00Z,1.6
20180407T19:45:00Z,2.6
20180407T20:00:00Z,1.9
20180407T20:15:00Z,2.7
20180407T20:30:00Z,3
20180407T20:45:00Z,2.9
20180407T21:00:00Z,2.3
20180407T21:15:00Z,2.8
20180407T21:30:00Z,1.9
20180407T21:45:00Z,2.2
20180407T22:00:00Z,2.8
20180407T22:15:00Z,3.2
20180407T22:30:00Z,2.3
20180407T22:45:00Z,2.4
20180407T23:00:00Z,3.7
20180407T23:15:00Z,3.2
20180407T23:30:00Z,4.6
20180407T23:45:00Z,3.5
20180408T00:00:00Z,4.8
20180408T00:15:00Z,4.8
20180408T00:30:00Z,4.1
20180408T00:45:00Z,4.4
20180408T01:00:00Z,5
20180408T01:15:00Z,5
20180408T01:30:00Z,5.4
20180408T01:45:00Z,6.6
20180408T02:00:00Z,5.8
20180408T02:15:00Z,6.5
20180408T02:30:00Z,6.4
20180408T02:45:00Z,7.4
20180408T03:00:00Z,6.4
20180408T03:15:00Z,6.8
20180408T03:30:00Z,7.3
20180408T03:45:00Z,6.7
20180408T04:00:00Z,6.3
20180408T04:15:00Z,6.2
20180408T04:30:00Z,6.4
20180408T04:45:00Z,4.6
20180408T05:00:00Z,5
20180408T05:15:00Z,3.9
20180408T05:30:00Z,3.9
20180408T05:45:00Z,4.5
20180408T06:00:00Z,4.7
