date,pH,salinity,temp
4/7/17,7.922728255,27.137856,9.686573333
4/7/17,7.92483184,27.137856,9.71543
4/7/17,7.925682224,27.137856,9.731596667
4/7/17,7.93019739,27.137856,9.761096667
4/7/17,7.933007063,27.137856,9.792343333
4/7/17,7.936569317,27.137856,9.831456667
4/7/17,7.932541565,27.137856,9.84907
4/7/17,7.932228837,27.137856,9.86994
4/7/17,7.929230881,27.137856,9.85315
4/7/17,7.931241383,27.137856,9.877636667
4/7/17,7.934599157,27.137856,9.91889
4/7/17,7.926332845,27.137856,9.910523333
4/7/17,7.912123545,27.137856,9.85407
4/7/17,7.892737245,27.137856,9.718573333
4/7/17,7.858072116,27.137856,9.494596667
4/7/17,7.847283094,27.137856,9.31111
4/7/17,7.847867562,27.137856,9.182846667
4/7/17,7.85494709,27.137856,9.18477
4/7/17,7.864266687,27.137856,9.209423333
4/7/17,7.86509501,27.137856,9.210523333
4/7/17,7.857427914,27.137856,9.16846
4/7/17,7.858020167,27.137856,9.154096667
4/7/17,7.852517781,27.137856,9.11649
4/7/17,7.845595529,27.137856,9.078443333
4/7/17,7.843264325,27.137856,9.051443333
4/7/17,7.840625335,27.137856,9.035823333
4/7/17,7.832567438,27.137856,8.997683333
4/7/17,7.823881995,27.137856,8.94613
4/7/17,7.821107009,27.137856,8.90877
4/7/17,7.817148092,27.137856,8.870896667
4/7/17,7.818025596,27.137856,8.841976667
4/7/17,7.811047517,27.137856,8.806576667
4/7/17,7.812341363,27.137856,8.784953333
4/7/17,7.811227465,27.137856,8.76484
4/7/17,7.818587028,27.137856,8.762453333
4/7/17,7.826266806,27.137856,8.809156667
4/7/17,7.811211482,27.137856,8.779016667
4/7/17,7.801219269,27.137856,8.738633333
4/7/17,7.802790454,27.137856,8.71212
4/7/17,7.805780503,27.137856,8.713493333
4/7/17,7.801572119,27.137856,8.691496667
4/7/17,7.794955827,27.137856,8.661116667
4/7/17,7.797111445,27.137856,8.64482
4/7/17,7.794868285,27.137856,8.62945
4/7/17,7.792502069,27.137856,8.624516667
4/7/17,7.787406104,27.137856,8.607866667
4/7/17,7.788331417,27.137856,8.6017
4/7/17,7.78921142,27.137856,8.595876667
4/7/17,7.787118244,27.137856,8.5816
4/7/17,7.785049027,27.137856,8.57197
4/7/17,7.783778031,27.137856,8.560386667
4/7/17,7.78117609,27.137856,8.548216667
4/7/17,7.78247182,27.137856,8.539336667
4/7/17,7.793198023,27.570133,8.531886667
4/7/17,7.792134555,27.570133,8.534186667
4/8/17,7.795284462,27.570133,8.542853333
4/8/17,7.796850867,27.570133,8.551156667
4/8/17,7.799827339,27.570133,8.561063333
4/8/17,7.807054424,27.570133,8.582146667
4/8/17,7.826262466,27.570133,8.63554
4/8/17,7.832539883,27.570133,8.742516667
4/8/17,7.8360142,27.570133,8.803673333
4/8/17,7.838386541,27.570133,8.84431
4/8/17,7.840127631,27.570133,8.868246667
